studentId,skill,problemType,startTime,timeTaken,correct,hintCount,attemptCount,frPast5WrongCount,responseIsFillIn,responseIsChosen,consecutiveErrorsInRow
9,least-common-multiple,textfieldquestion,2006-04-03 16:59:45,19.99999976,0,3,3,0,0,0,0
9,least-common-multiple,textfieldquestion,2006-04-03 17:00:05,28.00000024,1,3,1,0,0,0,0
9,least-common-multiple,textfieldquestion,2006-04-03 17:00:33,12.00000024,1,0,1,0,0,0,0
9,least-common-multiple,textfieldquestion,2006-04-03 17:00:45,5.999999523,1,0,1,0,0,0,0
9,substitution,textfieldquestion,2006-04-03 17:00:51,65.0,0,1,1,0,0,0,0
9,p-patterns-relations-algebra,radioquestion,2006-04-03 17:01:56,17.00000024,0,1,1,0,0,0,0
9,p-patterns-relations-algebra,radioquestion,2006-04-03 17:02:13,6.000000237999999,1,1,2,0,0,0,0
9,p-patterns-relations-algebra,textfieldquestion,2006-04-03 17:02:19,62.99999952,1,0,1,0,0,0,0
9,p-patterns-relations-algebra,textfieldquestion,2006-04-03 17:03:22,34.00000048,1,0,1,0,0,0,0
9,area-concept,interfaceradioquestion1,2006-04-03 17:03:56,32.0,0,0,1,0,0,0,0
9,area-concept,interfaceradioquestion1,2006-04-03 17:04:00,79.00000024,1,0,3,0,0,0,0
9,area-concept,interfaceradioquestion1,2006-04-03 17:04:28,9.999999762,0,0,2,0,0,0,0
9,fraction-division,radioquestion,2006-04-03 17:05:19,33.99999976,1,0,1,1,0,0,0
9,equivalent-fractions-decimals-percents,textfieldquestion,2006-04-03 17:05:53,60.00000024,1,0,1,2,0,0,0
11,finding-percents,radioquestion,2006-05-15 13:23:57,5.0,1,0,2,1,0,0,0
11,algebraic-manipulation,interfaceradioquestion,2006-05-15 13:24:02,47.99999976,0,0,1,0,0,0,0
11,subtraction,algebrafieldquestion,2006-05-15 13:24:50,6.000000237999999,0,1,1,0,0,0,0
11,subtraction,algebrafieldquestion,2006-05-15 13:24:56,4.999999762,0,2,2,0,0,0,0
11,subtraction,algebrafieldquestion,2006-05-15 13:25:01,13.0,1,2,3,0,0,0,0
11,pattern-finding,algebrafieldquestion,2006-05-15 13:25:14,33.00000024,0,1,1,1,0,0,0
11,pattern-finding,algebrafieldquestion,2006-05-15 13:25:47,3.0,0,2,2,1,0,0,0
11,pattern-finding,algebrafieldquestion,2006-05-15 13:25:50,6.999999762000001,1,2,3,1,0,0,0
11,division,algebrafieldquestion,2006-05-15 13:25:57,25.99999976,1,0,1,1,0,0,0
11,algebraic-manipulation,algebrafieldquestion,2006-05-15 13:26:23,17.00000024,0,0,1,1,0,0,0
11,algebraic-manipulation,algebrafieldquestion,2006-05-15 13:26:40,4.000000238,0,1,2,1,0,0,0
11,algebraic-manipulation,algebrafieldquestion,2006-05-15 13:26:44,27.99999976,0,2,3,1,0,0,0
11,algebraic-manipulation,algebrafieldquestion,2006-05-15 13:27:12,3.0,0,3,4,1,0,0,0
11,algebraic-manipulation,algebrafieldquestion,2006-05-15 13:27:15,17.00000024,1,3,5,1,0,0,0
11,symbolization-articulation,algebrafieldquestion,2006-05-15 13:27:32,11.0,0,1,1,0,0,0,0
11,symbolization-articulation,algebrafieldquestion,2006-05-15 13:27:43,5.0,0,2,2,0,0,0,0
11,symbolization-articulation,algebrafieldquestion,2006-05-15 13:27:48,1.999999762,0,3,3,0,0,0,0
11,symbolization-articulation,algebrafieldquestion,2006-05-15 13:27:50,30.0,1,3,4,0,0,0,0
11,algebraic-manipulation,radioquestion,2006-05-15 13:28:20,5.0,0,0,1,1,0,0,0
11,algebraic-manipulation,radioquestion,2006-05-15 13:28:25,3.0,0,0,2,1,0,0,1
11,algebraic-manipulation,radioquestion,2006-05-15 13:28:28,5.0,0,0,3,1,0,0,2
11,algebraic-manipulation,radioquestion,2006-05-15 13:28:33,1.999999762,0,0,4,1,0,0,3
11,algebraic-manipulation,radioquestion,2006-05-15 13:28:35,4.000000477,0,0,5,1,0,0,4
11,algebraic-manipulation,radioquestion,2006-05-15 13:28:39,3.0,0,0,6,1,0,0,5
11,algebraic-manipulation,radioquestion,2006-05-15 13:28:42,3.999999762,1,0,7,1,0,0,0
11,equation-concept,radioquestion,2006-05-15 13:28:46,22.0,1,0,1,0,0,0,0
11,supplementary-angles,textfieldquestion,2006-05-15 13:29:08,25.99999976,0,0,1,0,0,0,0
11,supplementary-angles,textfieldquestion,2006-05-15 13:29:34,9.000000238,0,1,1,1,0,0,0
11,supplementary-angles,textfieldquestion,2006-05-15 13:29:43,9.000000238,0,1,2,1,0,0,0
11,supplementary-angles,textfieldquestion,2006-05-15 13:29:52,1.999999762,0,2,3,1,0,0,0
11,supplementary-angles,textfieldquestion,2006-05-15 13:29:54,1.000000238,0,3,4,1,0,0,0
11,supplementary-angles,textfieldquestion,2006-05-15 13:29:55,6.999999762000001,1,3,5,1,0,0,0
11,transversals,textfieldquestion,2006-05-15 13:30:02,11.0,1,0,1,0,0,0,0
11,equation-solving,textfieldquestion,2006-05-15 13:30:13,89.00000024,0,0,1,2,0,0,0
11,p-patterns-relations-algebra,popupmenuquestion,2006-05-15 13:31:42,3.999999523,0,0,1,0,0,0,1
11,p-patterns-relations-algebra,popupmenuquestion,2006-05-15 13:31:46,4.000000477,0,0,2,0,0,0,2
11,p-patterns-relations-algebra,popupmenuquestion,2006-05-15 13:31:50,4.999999762,0,0,3,0,0,0,3
11,p-patterns-relations-algebra,popupmenuquestion,2006-05-15 13:31:55,5.0,0,0,4,0,0,0,4
11,p-patterns-relations-algebra,popupmenuquestion,2006-05-15 13:32:00,4.000000238,0,0,5,0,0,0,5
11,p-patterns-relations-algebra,popupmenuquestion,2006-05-15 13:32:04,3.999999762,0,0,6,0,0,0,6
11,p-patterns-relations-algebra,popupmenuquestion,2006-05-15 13:32:08,4.000000238,1,0,7,0,0,0,0
11,p-patterns-relations-algebra,popupmenuquestion,2006-05-15 13:32:12,8.999999523,1,0,1,0,0,0,0
11,p-patterns-relations-algebra,textfieldquestion,2006-05-15 13:32:21,26.00000048,0,0,1,0,0,0,0
11,p-patterns-relations-algebra,textfieldquestion,2006-05-15 13:32:47,2.999999523,0,1,2,0,0,0,0
11,p-patterns-relations-algebra,textfieldquestion,2006-05-15 13:32:50,3.0,0,2,3,0,0,0,0
11,p-patterns-relations-algebra,textfieldquestion,2006-05-15 13:32:53,1.000000238,0,3,4,0,0,0,0
11,p-patterns-relations-algebra,textfieldquestion,2006-05-15 13:32:54,1.999999762,0,4,5,0,0,0,0
11,p-patterns-relations-algebra,textfieldquestion,2006-05-15 13:32:56,3.000000238,0,5,6,0,0,0,0
11,p-patterns-relations-algebra,textfieldquestion,2006-05-15 13:32:59,12.00000024,1,5,7,0,0,0,0
11,noskill,noprobtype,2006-05-15 13:33:11,105.99999950000002,1,0,1,1,0,0,0
25,reading-graph,textfieldquestion,2006-05-15 14:06:59,43.0,1,1,4,1,0,0,0
25,reading-graph,textfieldquestion,2006-05-15 14:07:42,65.99999976,1,0,1,1,0,0,0
25,rate-with-distance-and-time,radioquestion,2006-05-15 14:08:48,98.00000024,0,0,1,1,0,0,0
25,rate-with-distance-and-time,textfieldquestion,2006-05-15 14:10:26,18.99999952,1,0,1,2,0,0,0
25,rate-with-distance-and-time,radioquestion,2006-05-15 14:10:45,5.000000477,0,0,1,1,0,0,0
25,rate-with-distance-and-time,radioquestion,2006-05-15 14:10:50,5.0,1,0,2,1,0,0,0
25,comparing-fractions,interfaceradioquestion1,2006-05-15 14:10:55,43.99999952,1,0,1,0,0,0,0
25,mean,textfieldquestion,2006-05-15 14:11:39,135.0,0,0,1,0,0,0,0
25,mean,radioquestion,2006-05-15 14:13:54,7.000000477,1,0,1,1,0,0,0
25,mean,textfieldquestion,2006-05-15 14:14:01,17.99999976,0,0,1,1,0,0,0
25,mean,textfieldquestion,2006-05-15 14:14:19,21.0,0,0,2,1,0,0,1
25,mean,textfieldquestion,2006-05-15 14:14:40,9.000000238,0,1,3,1,0,0,0
25,mean,textfieldquestion,2006-05-15 14:14:49,11.0,0,1,4,1,0,0,0
25,mean,textfieldquestion,2006-05-15 14:15:00,16.99999952,1,1,5,1,0,0,0
25,mean,textfieldquestion,2006-05-15 14:15:17,9.000000238,1,0,1,1,0,0,0
25,probability,radioquestion,2006-05-15 14:15:26,17.99999976,1,0,1,0,0,0,0
25,fraction-multiplication,interfaceradioquestion1,2006-05-15 14:15:44,72.00000048,1,0,1,0,0,0,0
25,square-root,1,2006-05-15 14:16:56,16.99999952,1,0,1,0,0,0,0
25,percent-of,textfieldquestion,2006-05-15 14:17:13,72.0,0,1,1,1,0,0,0
25,venn-diagram,textfieldquestion,2006-05-15 14:18:25,20.00000024,0,0,1,0,0,0,0
25,venn-diagram,textfieldquestion,2006-05-15 14:18:45,22.0,0,0,2,0,0,0,1
25,venn-diagram,textfieldquestion,2006-05-15 14:19:07,8.999999762,0,0,3,0,0,0,2
25,venn-diagram,textfieldquestion,2006-05-15 14:19:16,19.0,0,0,4,0,0,0,3
25,venn-diagram,textfieldquestion,2006-05-15 14:19:35,30.0,1,0,5,0,0,0,0
25,venn-diagram,textfieldquestion,2006-05-15 14:20:05,37.0,0,0,1,0,0,0,0
25,venn-diagram,textfieldquestion,2006-05-15 14:20:42,10.00000048,0,1,2,0,0,0,0
25,venn-diagram,textfieldquestion,2006-05-15 14:20:52,6.0,0,2,3,0,0,0,0
25,venn-diagram,textfieldquestion,2006-05-15 14:20:58,9.999999762,1,2,4,0,0,0,0
25,percent-of,textfieldquestion,2006-05-15 14:21:08,19.99999976,1,0,1,1,0,0,0
25,statistics,radioquestion,2006-05-15 14:21:28,104.0000005,1,0,1,0,0,0,0
25,equation-solving,textfieldquestion,2006-05-15 14:23:12,31.99999976,0,1,1,0,0,0,0
25,equation-solving,radioquestion,2006-05-15 14:23:44,6.999999762000001,1,0,1,0,0,0,0
25,equation-solving,textfieldquestion,2006-05-15 14:23:51,7.000000477,0,0,1,0,0,0,0
25,equation-solving,textfieldquestion,2006-05-15 14:23:58,8.0,1,0,2,0,0,0,0
25,algebraic-manipulation,1,2006-05-15 14:24:06,224.9999998,0,0,1,1,0,0,0
25,algebraic-manipulation,1,2006-05-15 14:27:51,13.0,1,0,1,2,0,0,0
25,algebraic-manipulation,1,2006-05-15 14:28:04,9.000000238,1,0,1,2,0,0,0
25,algebraic-manipulation,1,2006-05-15 14:28:13,46.99999952,1,0,1,1,0,0,0
25,fractions,radioquestion,2006-05-15 14:29:00,44.00000024,0,0,1,1,0,0,0
25,fractions,textfieldquestion,2006-05-15 14:29:44,30.00000024,0,0,1,2,0,0,1
25,fractions,textfieldquestion,2006-05-15 14:30:14,23.99999976,1,0,2,2,0,0,0
25,fractions,textfieldquestion,2006-05-15 14:30:38,17.00000024,0,0,1,1,0,0,0
25,fractions,textfieldquestion,2006-05-15 14:30:55,0.999999762,0,1,2,1,0,0,0
25,fractions,textfieldquestion,2006-05-15 14:30:56,11.0,1,1,3,1,0,0,0
25,proportion,radioquestion,2006-05-15 14:31:07,68.00000024,0,1,1,0,0,0,0
25,proportion,radioquestion,2006-05-15 14:32:15,1.999999762,0,2,2,0,0,0,0
25,proportion,radioquestion,2006-05-15 14:32:17,4.000000238,1,2,3,0,0,0,0
25,proportion,textfieldquestion,2006-05-15 14:32:21,25.99999976,0,0,1,0,0,0,0
25,proportion,textfieldquestion,2006-05-15 14:32:47,3.000000238,0,1,2,0,0,0,0
25,proportion,textfieldquestion,2006-05-15 14:32:50,30.0,1,1,3,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:51:27,27.99999952,0,4,4,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:51:55,12.00000024,0,5,5,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:52:07,29.0,1,5,6,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:52:36,17.99999976,0,0,1,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:52:54,27.0,0,0,2,0,0,0,1
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:53:21,41.00000024,0,1,3,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:54:02,14.0,0,2,4,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:54:16,22.99999976,0,3,5,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:54:39,41.00000024,0,4,6,0,0,0,0
27,pythagorean-theorem,textfieldquestion,2006-05-08 15:55:20,42.00000024,1,4,7,0,0,0,0
27,median,radioquestion,2006-05-10 15:35:46,110.99999950000002,0,0,1,0,0,0,0
27,median,textfieldquestion,2006-05-10 15:35:46,797.9999998,0,1,5,1,0,0,0
27,median,textfieldquestion,2006-05-10 15:37:37,51.0,0,0,1,1,0,0,0
27,median,textfieldquestion,2006-05-10 15:38:28,19.0,0,0,2,1,0,0,1
27,median,textfieldquestion,2006-05-10 15:38:47,19.0,0,0,3,1,0,0,2
27,median,textfieldquestion,2006-05-10 15:39:06,33.00000024,0,0,4,1,0,0,3
27,median,textfieldquestion,2006-05-10 15:49:04,22.00000024,0,2,6,1,0,0,0
27,median,textfieldquestion,2006-05-10 15:49:26,43.0,1,2,7,1,0,0,0
27,median,textfieldquestion,2006-05-10 15:50:09,30.99999952,0,0,1,1,0,0,0
27,median,textfieldquestion,2006-05-10 15:50:40,2.0,0,1,2,1,0,0,0
27,median,textfieldquestion,2006-05-10 15:50:42,8.000000477,0,2,3,1,0,0,0
27,median,textfieldquestion,2006-05-10 15:50:50,21.0,1,2,4,1,0,0,0
27,simple-calculation,radioquestion,2006-05-10 15:51:11,14.99999976,0,1,1,0,0,0,0
27,simple-calculation,radioquestion,2006-05-10 15:51:26,17.99999976,0,1,2,0,0,0,0
27,simple-calculation,radioquestion,2006-05-10 15:51:44,5.000000477,1,1,3,0,0,0,0
27,supplementary-angles,textfieldquestion,2006-05-10 15:51:49,124.99999979999998,0,0,1,0,0,0,0
27,supplementary-angles,textfieldquestion,2006-05-10 15:53:54,20.99999976,0,0,1,1,0,0,1
27,supplementary-angles,textfieldquestion,2006-05-10 15:54:15,6.000000237999999,1,0,2,1,0,0,0
27,transversals,textfieldquestion,2006-05-10 15:54:21,219.9999998,1,0,1,0,0,0,0
27,reading-graph,radioquestion,2006-05-10 15:58:01,540.0,0,0,1,0,0,0,0
27,reading-graph,popupmenuquestion,2006-05-10 16:07:01,19.0,0,0,1,1,0,0,1
27,reading-graph,popupmenuquestion,2006-05-10 16:07:20,27.0,0,0,2,1,0,0,2
27,reading-graph,popupmenuquestion,2006-05-10 16:07:47,122.00000020000002,0,1,3,1,0,0,0
27,reading-graph,popupmenuquestion,2006-05-10 16:09:49,12.00000024,0,2,4,1,0,0,0
27,reading-graph,popupmenuquestion,2006-05-10 16:10:01,17.99999976,1,2,5,1,0,0,0
27,reading-graph,radioquestion,2006-05-10 16:10:19,19.99999976,1,0,1,1,0,0,0
27,reading-graph,textfieldquestion,2006-05-10 16:10:39,23.00000024,1,0,1,1,0,0,0
27,scientific-notation,1,2006-05-10 16:11:02,202.0000002,0,0,1,0,0,0,0
27,scientific-notation,1,2006-05-15 15:50:21,600.0,0,0,1,0,0,0,1
27,scientific-notation,1,2006-05-15 15:50:21,649.0000002,0,0,1,1,0,0,2
27,scientific-notation,1,2006-05-15 16:01:10,9.000000238,1,0,2,1,0,0,0
27,scientific-notation,1,2006-05-15 16:01:19,11.99999976,1,0,1,1,0,0,0
27,addition,radioquestion,2006-05-15 16:01:31,28.99999976,1,0,1,0,0,0,0
27,discount,radioquestion,2006-05-15 16:02:00,261.0,0,0,1,0,0,0,0
27,discount,radioquestion,2006-05-15 16:06:21,15.00000048,1,0,1,1,0,0,0
27,discount,radioquestion,2006-05-15 16:06:36,22.0,0,0,1,1,0,0,0
27,discount,radioquestion,2006-05-15 16:06:58,134.9999995,1,0,2,1,0,0,0
27,discount,radioquestion,2006-05-15 16:09:13,78.0,1,0,1,1,0,0,0
27,venn-diagram,textfieldquestion,2006-05-15 16:10:31,98.00000024,0,0,1,0,0,0,0
27,venn-diagram,textfieldquestion,2006-05-15 16:12:09,30.99999976,1,0,1,1,0,0,0
33,pattern-finding,algebrafieldquestion,2006-03-15 14:34:16,22.99999952,1,0,1,1,0,0,0
33,pattern-finding,algebrafieldquestion,2006-03-15 14:34:39,43.0,1,0,1,1,0,0,0
33,pattern-finding,algebrafieldquestion,2006-03-15 14:35:22,15.00000048,1,0,1,1,0,0,0
33,pattern-finding,algebrafieldquestion,2006-03-15 14:35:37,9.999999762,1,0,1,1,0,0,0
33,pattern-finding,algebrafieldquestion,2006-03-15 14:35:47,79.99999976,1,0,1,0,0,0,0
33,pythagorean-theorem,radioquestion,2006-03-15 14:37:07,401.0000002,1,0,1,1,0,0,0
33,properties-of-solids,radioquestion,2006-03-15 14:43:48,116.0,0,0,1,0,0,0,0
33,properties-of-solids,radioquestion,2006-03-15 14:45:44,157.0000002,0,0,1,1,0,0,1
33,properties-of-solids,radioquestion,2006-03-15 14:48:21,8.999999523,1,0,2,1,0,0,0
33,properties-of-solids,radioquestion,2006-03-15 14:48:30,28.00000024,1,0,1,1,0,0,0
33,properties-of-solids,interfacetextfieldquestion1,2006-03-15 14:48:58,17.00000024,0,0,1,1,0,0,0
33,properties-of-solids,interfacetextfieldquestion1,2006-03-15 14:49:15,11.99999976,1,0,2,1,0,0,0
33,properties-of-solids,radioquestion,2006-03-15 14:49:27,16.0,1,0,1,1,0,0,0
33,median,radioquestion,2006-03-15 14:49:43,57.0,1,0,1,0,0,0,0
33,algebraic-manipulation,interfaceradioquestion,2006-03-15 14:50:40,235.0000002,0,0,1,0,0,0,0
33,subtraction,algebrafieldquestion,2006-03-15 14:54:35,16.99999952,1,0,1,0,0,0,0
33,pattern-finding,algebrafieldquestion,2006-03-15 14:54:52,14.00000024,1,0,1,0,0,0,0
33,division,algebrafieldquestion,2006-03-15 14:55:06,17.00000024,1,0,1,0,0,0,0
33,algebraic-manipulation,algebrafieldquestion,2006-03-15 14:55:23,95.99999976,0,1,1,1,0,0,0
33,algebraic-manipulation,algebrafieldquestion,2006-03-15 14:56:59,22.00000024,1,1,2,1,0,0,0
33,symbolization-articulation,algebrafieldquestion,2006-03-15 14:57:21,178.0,0,0,1,0,0,0,0
33,symbolization-articulation,algebrafieldquestion,2006-03-15 15:00:19,6.999999762000001,0,1,2,0,0,0,0
33,symbolization-articulation,algebrafieldquestion,2006-03-15 15:00:26,28.00000024,1,1,3,0,0,0,0
33,algebraic-manipulation,radioquestion,2006-03-15 15:00:54,118.99999950000002,0,1,1,1,0,0,0
33,algebraic-manipulation,radioquestion,2006-03-15 15:02:53,30.00000024,0,1,2,1,0,0,0
33,algebraic-manipulation,radioquestion,2006-03-15 15:03:23,46.0,1,1,3,1,0,0,0
33,prime-number,radioquestion,2006-03-15 15:04:09,19.0,1,0,1,0,0,0,0
33,inducing-functions,algebrafieldquestion,2006-03-15 15:04:28,78.0,1,0,1,1,0,0,0
33,point-plotting,radioquestion,2006-03-15 15:05:46,22.0,1,0,1,0,0,0,0
33,equation-concept,interfaceradioquestion1,2006-03-15 15:06:08,119.99999979999998,0,0,1,0,0,0,0
33,equation-concept,popupmenuquestion,2006-03-15 15:08:08,22.00000024,1,0,1,1,0,0,0
33,p-patterns-relations-algebra,textfieldquestion,2006-03-15 15:08:30,6.999999762000001,1,0,1,0,0,0,0
33,equation-concept,textfieldquestion,2006-03-15 15:08:37,18.00000048,1,0,1,1,0,0,0
