restaurant_id,restaurant_name,online_orders,dine_in_orders,total_orders
4325,Hyderabad Cuisine Multicuisine Restaurant,2,0,2
3701,Smaaash,2,0,2
8107,Hotel Karavali,2,0,2
2989,FreshMenu,2,0,2
5090,Tibetan Kitchen,2,0,2
222,Pizza Stop,2,0,2
5153,Go Italia,2,0,2
10187,Prakriti Delux,2,0,2
6668,BIB - Breakfast in the Box,2,0,2
388,Kataria's Pakwan,2,0,2
573,Mahalaxmi Tiffin Room,2,0,2
9260,Sherlock's Pub,2,0,2
11834,Hare Krishna,2,0,2
4798,KFC,2,0,2
662,Hiyar Majhe Kolkata,2,0,2
11200,Chaiywaala Da Dhaba,2,0,2
12255,4700BC Popcorn,2,0,2
7490,Faasos,2,0,2
2087,Opus Food Stories,2,0,2
6346,Lassi Shop,2,0,2
8069,Krispy Kreme,2,0,2
5326,Gyani Da Punjabi Dhaba,2,0,2
2149,Basmati Restaurant,2,0,2
7503,Mark,2,0,2
3910,The Square Table,2,0,2
7529,de Ranthal,2,0,2
805,Chung Wah,2,0,2
9458,Flayvours4u,2,0,2
4447,Dakshin Spice,2,0,2
888,Dev's Gugababa,2,0,2
12144,The Lighthouse Cafe,2,0,2
291,Desi Dawat,2,0,2
7739,What's Cooking,2,0,2
10180,WOW! Momo,2,0,2
9224,Noodles,2,0,2
8867,Iyengar Cake Bites,2,0,2
7978,Cup Shup,2,0,2
11457,Bengal Sweets,2,0,2
1779,Grillopia,2,0,2
6607,Kettle On,2,0,2
8827,The Fiery Indian Kitchen,2,0,2
1158,Bread Crumbs Bakery,2,0,2
7928,Annapoorani,2,0,2
253,Hatti Kaapi,2,0,2
7664,Juicemaker,2,0,2
3306,Salt Mango Tree,2,0,2
7392,Thomson's Bakery,2,0,2
4123,Ovenstory Pizza,2,0,2
1754,Sahana's (Nati Style),2,0,2
9185,Sufi Restaurant & Cafe,2,0,2
9616,Mubarak Hotel,2,0,2
5565,Kargeens,2,0,2
2870,Rasovara,2,0,2
6456,It's Mirchi - Ramee Guestline Hotels,2,0,2
6776,Hotel Food Zone,2,0,2
10092,Shivaji Maratha Hotel,2,0,2
2337,Laddoos,2,0,2
6374,Kinara Tiffany,2,0,2
10537,Taiyvan's,2,0,2
2247,Delite Chaat House,2,0,2
1783,Ibaco,2,0,2
1951,Parivar,2,0,2
9630,Grub Bucket,2,0,2
2442,Absolute Shawarma,2,0,2
1999,Hotel Janatha,2,0,2
11816,Jay Bhavani,2,0,2
6546,Pizza Hut,2,0,2
12362,nu.tree,2,0,2
5209,Smoor,2,0,2
5124,1722 Urban Bistro,2,0,2
287,Just Thindi,2,0,2
4280,Sri Sai Bhavan,2,0,2
2889,Monsoon - The Park Bangalore,2,0,2
11341,Lan Thai,2,0,2
44,Kitchen Garden,2,0,2
9887,Purani Dilli By Anand Sweets,2,0,2
4176,Nizam's Biryani House,2,0,2
247,A2B - Adyar Ananda Bhavan,2,0,2
9927,Crunch Pizzas,2,0,2
11817,Olive Tree,2,0,2
4046,Kerala Tiffin,2,0,2
5561,Magnolia,2,0,2
3355,Ramana's,2,0,2
10265,Nando's,2,0,2
8692,WOW! Momo,2,0,2
1578,New Kabab Zone,2,0,2
5671,Entropy Cafe,2,0,2
2302,Beijing Bites,2,0,2
12388,Purani Dehli,2,0,2
9144,Bhagini,2,0,2
10698,New Shanthi Sagar,2,0,2
4950,Krazy Factory,2,0,2
5793,Banana Beach Bar,2,0,2
6084,Krispy Kreme,2,0,2
10017,The Lobby Lounge - Shangri-La Hotel,2,0,2
2877,The Spice Bazaar,2,0,2
3664,KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,2,0,2
8861,Chefie,2,0,2
4470,Dhaba Social,2,0,2
12007,Lassi Shop,2,0,2
3441,Sakae Japanese Restaurant,2,0,2
972,Chaat Chatore,2,0,2
12248,Cupcake Couture,2,0,2
198,Twiststick House,2,0,2
12371,Bao & Grills,2,0,2
11768,Westin - Vyasa Paradise,2,0,2
9682,Tattva Cafe,2,0,2
12252,VIHAR Family Restaurant,2,0,2
9951,Kettle & Kegs,2,0,2
9987,Brownie Heaven,2,0,2
7346,The Gluten Free Baking Co.,2,0,2
11310,Prashant Naati Corner,2,0,2
678,Kitchens@JP Nagar,2,0,2
276,Millet Mama,2,0,2
10212,Faasos,2,0,2
11555,Indian Spicy Food,2,0,2
7323,Lychees Restaurant,2,0,2
668,Swadista Aahar,2,0,2
10116,Karavali Lunch Home,2,0,2
5013,Bathinda Junction,2,0,2
4204,Mani's Dum Biryani,2,0,2
352,Shawarma Inc,2,0,2
3366,Raaga,2,0,2
3082,Rahhams,2,0,2
9193,Khyma Biryani,2,0,2
7807,Night Panda,2,0,2
6681,Akkad Bakkad,2,0,2
4996,Momoz,2,0,2
704,Kuttanad,2,0,2
67,Burger King,2,0,2
7174,Loca Moca,2,0,2
6639,Thanima Garden Restaurant,2,0,2
4754,Happy Endings,2,0,2
9317,The Second Wife,2,0,2
2390,Eden Huts Restaurant,2,0,2
4059,Satakarni,2,0,2
6869,Dilli 6,2,0,2
3392,Sunny's,2,0,2
4051,Eat Eroo - Bombay Vada Pav,2,0,2
2421,Tapout Tavern,2,0,2
9153,Hyderabad Biryaani Palace,1,3,7
10465,Swathi,1,2,7
10043,Annapoorni Grand,1,2,6
8833,Food Republic Resto,1,2,6
8997,Kuttanad Restaurant,1,2,5
4482,Puchkas,1,2,5
10263,Eggstacy,1,2,5
4936,Dice N Dine,1,2,4
9774,Juicemaker,1,2,4
11890,Yummy,1,2,4
4096,Maa Bhook Lagi,1,2,4
8970,KFC,1,2,4
12005,Subway,1,2,3
12003,Arogya Thaana,1,2,3
7882,Rayaan's Restaurant,1,2,3
11410,Mr. Chef,1,2,3
8838,Jethro's,1,2,3
4220,Hyderabad Biryaani House,1,2,3
8538,Hangover,1,2,3
11599,Mangalore Kitchen,1,2,3
11949,Sri Ganesh Upahar,1,2,3
2226,Konaseema Kitchen,1,2,3
8782,Shree Venkateshwara North Karnataka Hotel,1,2,3
8528,The Marina,1,2,3
5239,30 Square,1,2,2
8988,New Punjabi Veg Restaurant,1,2,2
1849,Davangere Benna Dose Hotel,1,2,2
10008,Kshatriya's Biriyani House,1,1,6
9638,Baskin Robbins,1,1,6
3351,Anupam's Coast II Coast,1,1,6
5005,Taco Bell,1,1,6
9871,Domino's Pizza,1,1,5
6658,Donut Cafe,1,1,5
3229,Le Rock,1,1,5
9337,Angaar Indian Grill & Restaurant,1,1,4
8907,The Chef's Kitchen,1,1,4
7511,Mojo Pizza - 2X Toppings,1,1,4
3710,Memories of China - Taj MG Road Bengaluru,1,1,4
769,PHEW (Play Hard Eat Wild),1,1,4
2876,Konark Vegetarian Restaurant,1,1,4
2088,Village - The Soul of India,1,1,4
7040,Maa Reddy's Hyderabadi Biryani House,1,1,4
6547,Pizza Republic,1,1,4
7211,Momoz,1,1,4
2209,Mealer.in,1,1,4
5176,Shanmukha,1,1,4
11638,Brew Bakes Cafe,1,1,4
11308,Brahmins Food Corner,1,1,4
334,Kadala Tarangaa,1,1,4
11616,Ayodhya Sagara,1,1,3
7811,Amma's Pastries,1,1,3
333,1980s Games Cafe,1,1,3
7813,Shubh Sweets,1,1,3
7243,Navarang Fast Food,1,1,3
969,Crumb Together,1,1,3
657,Sai Abhiruchi,1,1,3
6989,Choco Nut Cafe,1,1,3
11127,Mast Biryani - Fresh Indian Kitchen,1,1,3
8003,Delite Chaat House,1,1,3
11463,Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,1,1,3
8032,Andal Mess,1,1,3
3309,The Rice Bowl,1,1,3
10945,Punjabi Tadka,1,1,3
11363,Biryani Treats,1,1,3
2761,Natural Ice Cream,1,1,3
2361,Sichuan,1,1,3
7960,Smally's Resto Cafe,1,1,3
10983,Faasos,1,1,3
7466,Cafe Coffee Day,1,1,3
4616,Jaffa's Biryani,1,1,3
622,Vaho Kafe & Pressery,1,1,3
8735,Rolls On Wheels,1,1,3
6570,The Pastry House,1,1,3
8009,FreshMenu,1,1,3
7802,Balle-Licious Kitchen,1,1,3
10242,Calicut Restaurant,1,1,3
6465,She Brews,1,1,3
5500,Tunday Kababi,1,1,3
3378,Kick Out the Jams,1,1,2
6466,Rags on Fire,1,1,2
2202,Punjabi Nukkad Pure Veg,1,1,2
6735,French Bake House,1,1,2
7139,The Foodware Veg,1,1,2
2066,Kava - Fairfield by Marriott,1,1,2
421,Sandwich Hub,1,1,2
753,Mani's Dum Biryani,1,1,2
3893,Bansuri Sweets,1,1,2
3166,Carnival de Goa,1,1,2
8701,Fiero! Pizzeria,1,1,2
11228,Chinese Corner and Bengali Mess,1,1,2
481,Sri Venkateshwara Sweet Meat Stall,1,1,2
12342,BBCUE Whitefield,1,1,2
2446,Mak n Vak - Fyn,1,1,2
7821,Patville,1,1,2
440,Chinese Square,1,1,2
826,Magix's Parattha Roll,1,1,2
11927,Sana's Restaurant,1,1,2
9546,Al-Badia Restaurant,1,1,2
240,Ugadi,1,1,2
6569,Tikka Kebab,1,1,2
283,Bangalore Agarwal Bhavan,1,1,2
290,Sea Spice by 7 Star,1,1,2
64,Namma Brahmin's Idli,1,1,2
9002,Kerala Mess,1,1,2
12036,Urban Grills Restaurant,1,1,2
12278,Just Bake,1,1,2
11796,Sri Maruthi Hotel,1,1,2
10202,Just Shawarma,1,1,2
11326,Subhash Mess,1,1,2
517,Rolls On Wheels,1,1,2
58,Peppy Peppers,1,1,2
7235,Upahara Mandira,1,1,2
6551,Eat N Meet,1,1,2
11307,Snow Lion Tibet Kitchen,1,1,2
7963,Django,1,1,2
12338,Majlish,1,1,2
8648,Library Bar - The Leela Palace,1,1,2
9705,Juicy Momos,1,1,2
6227,Public - The Rooftop Bar And Kitchen,1,1,2
2878,BBQ'D - Global Grill & Brewery,1,1,2
9148,Zyara,1,1,2
1199,Kabab Treat,1,1,2
6340,BanBay,1,1,2
6780,Swad,1,1,2
10048,Shree Sagar Veg Fast Food,1,1,2
6733,Tap House Resto Bar,1,1,2
4226,Chai Point,1,1,2
8926,Cafe Coffee Day,1,1,2
6699,Reddy's Hyderabadi Biryani,1,1,2
10496,New Shanthi Sagar,1,1,2
5454,Mid-Night Crunch,1,1,2
9790,The Breakfast Truck,1,1,2
4565,Bombay Sandwich Company,1,1,2
3470,Stir Fry,1,1,2
342,Magic Meals,1,1,2
2607,Chatorr,1,1,2
7344,Hunger Twist,1,1,2
463,Hotel New Karavali,1,1,2
393,Swadesh Tadka,1,1,2
924,Crafted Plate,1,1,2
11580,Lakshmi Bhog Sweets and Snacks,1,1,2
2941,The Courtyard,1,1,2
374,New Rajadhani Spicy,1,1,2
2182,KFC,1,1,2
8175,Drunken Monkey,1,1,2
6428,Calcutta Chats,1,1,2
758,Hyderabadi Bawarchi,1,1,2
9696,WOW! Momo,1,1,2
12070,Purani Dehli,1,1,2
1734,Protein Grillhouse,1,1,2
5833,Khawa Karpo,1,1,2
9488,The Original Bistro,1,1,2
2500,Second Wife Cafe,1,1,2
9406,Rolls On Wheels,1,1,2
6534,Salted Chilli,1,1,2
5166,Beijing Bites,1,1,2
11338,Shivas Family Restaurant,1,1,2
8679,"Malnad Blossom, Coffee & Cream",1,1,2
176,Paradise Premium,1,1,2
9239,Paradox Rest-O-Cafe,1,1,2
1277,Zaika Take Away,1,1,2
1904,Mane Holige,1,1,2
164,Lassi Corner,1,1,2
8779,Ande Ka Funda,1,1,2
10108,Five Star Chicken,1,1,2
11997,Firangi Bake,1,1,2
9917,The Mylapore Cafe,1,1,2
1760,Khan Saheb Grills and Rolls,1,1,2
11642,Havmor,1,1,2
173,Tandoori Knight,1,1,2
345,Ruchi's Corner,1,1,2
148,Roll N Rock,1,1,2
5436,Smise,1,1,2
3112,Mad Over Donuts,1,1,2
10235,Messy Eats,1,1,2
10892,The Eatery Cafe & Restaurant,1,1,2
11230,Wow Momo,1,1,2
2395,Mumbai Xpress,1,1,2
5249,Chef Baker's,1,1,2
6759,Green Family Bar & Restaurant,1,1,2
1038,I Cool,1,1,2
9653,Hyderbadi Irani Tea,1,1,2
28,Srinathji's Cafe,1,1,2
10578,Hotel Karavali Beach,1,1,2
11688,Dhanya Nati Style Restaurant,1,1,2
2160,Biryani Kitchen,1,1,2
10751,Dum Pukht Jolly Nabobs - ITC Windsor,1,1,2
2836,Chez Nous - Novotel,1,1,2
6473,Magic Oven,1,1,2
11221,Food Lounge,1,1,2
6739,Salt N Pepper,1,1,2
2654,That Garage Cafe,1,1,1
8541,Elongo's,1,1,1
12399,Real Ambur Dum Biryani,1,1,1
5012,Chaat Street,1,1,1
9047,Dreamland Food Corner,1,1,1
12243,Punjabi Family Dhaba,1,1,1
11437,Terminus Tiffin Meal Service,1,1,1
2570,California Burrito,1,1,1
12019,Kolkata Biryani Center,1,1,1
730,Mughlai Kitchen,1,1,1
7881,Panchamuki Fastfood,1,1,1
7398,Just Bake,1,1,1
2859,Panchavati Gaurav Thali,1,1,1
11819,Rajanna Military Hotel,1,1,1
5061,Paisa Vasool,1,1,1
8269,Taza Tawa,1,1,1
8178,Petoo,1,1,1
3794,Khan Saheb Grills and Rolls,1,1,1
5126,South Tiffins,1,1,1
4249,Punjab Grill,1,0,5
8002,Sri Udupi Park,1,0,5
9204,Sreeraj Lassi Bar,1,0,5
2995,Dunkin' Donuts,1,0,4
7722,Cake Cafe,1,0,4
10468,The Purple Pan,1,0,4
9163,Global Flavors,1,0,4
1566,Kabab Magic,1,0,4
439,Mint and Mustard,1,0,4
3638,Pecos Classic,1,0,4
11896,Home Tiff-INN's,1,0,4
5047,Sardarji Ka Dhaba,1,0,4
11628,Chawla's 2 Online.com,1,0,4
3273,Ta'aam,1,0,3
2828,Asia Alive - DoubleTree Suites By Hilton,1,0,3
7167,Hotel Manarama,1,0,3
11300,Rigan Hyderabadi Bawarchi,1,0,3
12328,Tease Whitefield,1,0,3
4898,By The Blue - Grand Mercure,1,0,3
6254,Burger King,1,0,3
11945,Lee Momoz,1,0,3
10338,Stoned Monkey,1,0,3
3719,Chugg,1,0,3
1816,Shyvan Restaurant,1,0,3
6242,Smoke - The Sizzler House,1,0,3
8165,Kaayal,1,0,3
6527,New Udupi Palace,1,0,3
12420,Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,1,0,3
6500,Indian Food Court,1,0,3
880,McDonald's,1,0,3
4207,Bangaliana,1,0,3
7961,Tea Brew,1,0,3
9097,Hi Seoul,1,0,3
2261,Manchow,1,0,3
12303,The Eatery - Four Points by Sheraton Bengaluru,1,0,3
1713,Mysuru Coffee Thindi,1,0,3
7857,Domino's Pizza,1,0,3
4834,Whitefield Bar and Grill - Bengaluru Marriott Hotel...,1,0,3
7256,Kenny's Restaurant,1,0,3
10868,Bhagini,1,0,3
2929,Glen's Bakehouse,1,0,3
3969,Buddha Treats,1,0,3
3005,Corner House Ice Cream,1,0,3
9334,SS Bucket Biryani,1,0,3
8059,Aathurar,1,0,3
770,New Kabab Zone,1,0,3
680,Apna Punjab,1,0,3
11962,Chef Baker's,1,0,3
4075,The Paratha Company,1,0,3
9169,Hotel Kakatiya,1,0,3
8854,Shree Manjunatha Bar and Restaurant,1,0,3
10439,New Punjabi Pure Veg Restaurant,1,0,3
5397,Once Upon A Flame,1,0,3
7910,The Kebab Room - Restaurant & Brewery,1,0,3
4992,Wok Paper Scissors,1,0,3
10130,Barbecued - By The Orchard,1,0,3
153,Imperial Restaurant,1,0,3
3360,Hotel Tom's Restaurant,1,0,3
2579,Mast Kalandar,1,0,3
795,Bathinda Junction,1,0,3
11666,Gowda's Biriyani Corner,1,0,3
3946,The Chocolate Heaven,1,0,3
10639,Kanti Sweets,1,0,2
11932,Just Bake,1,0,2
11989,Faasos,1,0,2
7793,Kadavu Shappu Currys,1,0,2
8552,Regulars Pub & Grub,1,0,2
2017,Saarangi Fine Dining,1,0,2
11527,Biriyani Zone,1,0,2
8253,Forage,1,0,2
9671,Cafe Coffee Day The Lounge,1,0,2
79,Frozen Bottle,1,0,2
7247,Asaivam Restaurant,1,0,2
8158,Bekal,1,0,2
10572,Pakwan,1,0,2
9996,Shree Saraswathi Sweets Centre,1,0,2
519,New Sagar Fast Food,1,0,2
2140,Phulke Ghar Ke,1,0,2
3581,Alchemy - The Chancery Pavilion,1,0,2
4062,Domino's Pizza,1,0,2
4818,Uno Chicago Bar & Grill,1,0,2
3220,Zaks Mediterranean Cuisine,1,0,2
10891,Punjab Da Zaika,1,0,2
4502,Andhra Kafe,1,0,2
7199,Asha Sweets Center,1,0,2
8035,Plantain Leaf,1,0,2
10252,Hotel Elite,1,0,2
7751,Cream Chemistry,1,0,2
1070,Vyanjan,1,0,2
930,Garma Garam,1,0,2
4461,Rafoo Chakkar,1,0,2
4463,Amaravati Authentic Andhra Restaurant,1,0,2
6537,MDP Coffee House,1,0,2
4169,Thalassery Restaurant,1,0,2
10760,Swathi Restaurant,1,0,2
2912,BLOW,1,0,2
11284,Baskin Robbins,1,0,2
10253,Lazeez Biryani,1,0,2
72,Rolls On Wheels,1,0,2
7341,Maddy's Cafe,1,0,2
206,Vietnamese Kitchen,1,0,2
6655,Maa Biryani Hyderabadi,1,0,2
8232,Shreedevi,1,0,2
1000,Bun Town,1,0,2
3101,Mama Mia!,1,0,2
9919,FNC Seafood,1,0,2
9387,Mojo Pizza - 2X Toppings,1,0,2
10259,Rishi's Paratha Plaza,1,0,2
12314,Terracotta Whitefield,1,0,2
8777,Karnataka Bhel House,1,0,2
6928,Spicy Tadka,1,0,2
7390,The Lassi Park,1,0,2
3597,Santhanam Sweets & Savouries,1,0,2
6,Timepass Dinner,1,0,2
5520,Narmadha's Hyderabad Biriyani,1,0,2
11017,Bon Baker,1,0,2
869,Nanna Munna Paratha House,1,0,2
2350,Zayakedar,1,0,2
10343,Mad Over Donuts,1,0,2
11626,Coastal Curry,1,0,2
216,Vennela Andhra Meals,1,0,2
175,Mitraa Da Pizza,1,0,2
10429,Absolute Waffles,1,0,2
7704,Aaharam,1,0,2
2937,Skoolroom,1,0,2
601,Abhiruchi Hotel,1,0,2
2527,Cafe Daily Bread,1,0,2
11031,Grand Hotel,1,0,2
5553,Tandoor Hut,1,0,2
9431,Leela's Kitchen,1,0,2
8814,Sri Krishna Sagar,1,0,2
4613,Happy Singh,1,0,2
451,Steaming Mugs,1,0,2
10872,Night Panda,1,0,2
5135,Desipun,1,0,2
7569,Hunger Meals,1,0,2
6228,Al-Bek,1,0,2
1762,Bhavani Chats N Juice,1,0,2
7238,BIB - Breakfast in the Box,1,0,2
471,Polar Bear,1,0,2
6580,Magic Bowl,1,0,2
1955,Petoo,1,0,2
265,New Prashanth Hotel,1,0,2
9104,The Bawarchi,1,0,2
11663,Kubera Veg and Non-Veg,1,0,2
4607,Delhi Restaurant,1,0,2
10943,Spice Affair,1,0,2
12044,The Duke Of Juices,1,0,2
6620,Esfahan Restaurant,1,0,2
1771,Sreeraj Lassi Bar,1,0,2
8389,Chungs Pavilion,1,0,2
5413,Mitran Da Junction,1,0,2
11876,Badey Miyan Chote Miyan,1,0,2
6377,Goli Vada Pav NO.1,1,0,2
12146,Mast Kalandar,1,0,2
12,The Coffee Shack,1,0,2
6949,Flavour A Azam,1,0,2
10753,Starbucks,1,0,2
11541,Good Meals,1,0,2
9,Penthouse Cafe,1,0,2
4726,Sri Lakshmi Vaibhav,1,0,2
4839,Rolls On Wheels,1,0,2
6141,Domino's Pizza,1,0,2
3702,Edo Restaurant & Bar - ITC Gardenia,1,0,2
4265,New Punjabi Tasty Khana,1,0,2
10056,Cinnamon,1,0,2
10095,SLV Delite,1,0,2
8287,Kund Indian Barbeque,1,0,2
11035,Venad Kitchen,1,0,2
1508,Sampoorna,1,0,2
11,Cafe Shuffle,1,0,2
11646,Vayam Veg Fine Dine,1,0,2
11504,Five Star Chicken,1,0,2
4597,Bageecha,1,0,2
4820,Beijing Bites,1,0,2
10097,Sri Raghavendra Prasanna Coffee Club,1,0,2
6394,Ganesh Food Joint,1,0,2
736,Indian Food,1,0,2
9632,Chai Point,1,0,2
2073,Sharaab Factory,1,0,2
1959,Amma's Pastries,1,0,2
886,Shagun Sweets & Foods,1,0,2
2214,The Nosh House,1,0,2
11302,Delight Fast Food & Restaurant,1,0,2
10995,Grill Hut,1,0,2
8968,Paul's Dum Biryani,1,0,2
4194,New Paratha Corner,1,0,2
8764,Bombay Kulfis,1,0,2
4835,Faasos,1,0,2
10414,Churn,1,0,2
6059,Shri Ram Sweet Centre,1,0,2
7073,The Elachi,1,0,2
11212,Sumadhura Foods,1,0,2
3444,Khazana Food Paradise,1,0,2
2292,InnerChef,1,0,2
11075,Breezy Cow Bar,1,0,2
382,Ragoo's,1,0,2
4790,Chai Point,1,0,2
6557,Lassi Mania,1,0,2
827,Elegant Dining,1,0,2
11581,Five Star Chicken,1,0,2
8780,MDP Coffee House,1,0,2
177,Grazers,1,0,2
10330,Waffle Stories,1,0,2
4208,Litti House,1,0,2
9941,re:cess - Hilton Bangalore Embassy GolfLinks,1,0,2
3072,Delicacy,1,0,2
7929,Srinathji's,1,0,2
1681,Cafe Cosy,1,0,2
8776,Subway,1,0,2
6427,Shahi Kabab,1,0,2
10178,Malleshwaram Dosa Corner,1,0,2
4723,Rolls & Bowls,1,0,2
889,Oogway Express,1,0,2
11277,Flavours Inn,1,0,2
8585,Chakum Chukum Calcutta On A Roll,1,0,2
11049,Petoo,1,0,2
9045,Chickpet Donne Biriyani Mane,1,0,2
11914,Neema Restaurant,1,0,2
10354,Kadai,1,0,2
5080,Zee5 Loft,1,0,2
1985,Beetle Juice Bar - Springs Hotel & Spa,1,0,2
6565,Firangi Bake,1,0,2
1398,Coastal Mama,1,0,2
10929,Balaji Abhiruchi Multicuisine Restaurant,1,0,2
10094,Savi Sagar,1,0,2
10314,Chetty's Coffee,1,0,2
7876,Goli Vada Pav No. 1,1,0,2
2139,Kerala Mess Upahar,1,0,2
3063,Laughing Llama Gastropub,1,0,2
6532,Kolkata Kitchen,1,0,2
807,Moksha,1,0,2
2281,Kabab Magic,1,0,2
942,Tandoor And Spice,1,0,2
3947,Chai Mania,1,0,2
5445,Habibi Falafel,1,0,2
5914,The ThickShake Factory,1,0,2
11249,New Prashanth Hotel,1,0,2
672,Punjabi Nawabi,1,0,2
1986,The Upper Deck - Raaj Residency,1,0,2
8368,Achayyan's,1,0,2
9076,Shahi Hyderabadi Dum Biryani,1,0,2
9197,Sri Ruchi Restuarant,1,0,2
25,Coffee Tindi,1,0,2
10498,Chandus Delux,1,0,2
688,Litti Twist,1,0,2
2524,Just Bake,1,0,2
5778,Donne Biriyani House,1,0,2
561,Bharjari Oota,1,0,2
6352,Subway,1,0,2
7194,The Good Bowl,1,0,2
11480,Kusum Rolls,1,0,2
3286,Vietnamese Kitchen,1,0,2
9695,Firangi Bake,1,0,2
10913,Aaha Andhra,1,0,2
6608,Baskin Robbins,1,0,2
3689,Capri Gastrobar,1,0,2
332,Mylari Biryani Family Restaurant,1,0,2
8583,California Burrito,1,0,2
4536,Izakaya Gastro Pub,1,0,2
11216,Udupi South Saviruchi,1,0,2
3980,Techies Kitchen,1,0,2
10450,Momo Shop,1,0,2
2027,Sarvam's,1,0,2
10331,By 2 Coffee,1,0,2
12094,Burgundy - Royal Orchid Suites,1,0,2
1642,Chatori Gali,1,0,2
7388,Anand Sweets and Savouries,1,0,2
10889,Eat Well,1,0,2
302,Chocoberry,1,0,2
3137,Hoppipola,1,0,2
7720,Poorvika Restro Cafe,1,0,2
6457,The Dining Table - Sahar Pavillion,1,0,2
3700,Coconut Grove,1,0,2
2690,Anand Sweets And Savouries,1,0,2
11440,Hyderabad Biryaani Palace,1,0,2
9042,Biryani Hub,1,0,2
5317,Mani's Dum Biryani,1,0,2
7952,Third Wave Coffee Roasters,1,0,2
816,Yum In My Tum,1,0,2
7045,New Punjabi Food Corner,1,0,2
7242,Sannidhi Grand,1,0,2
3673,Spice Terrace - JW Marriott,1,0,2
3716,Imperial Restaurant,1,0,2
7374,Anand Vihar,1,0,2
373,Sandwich Mama's And Frozen Monster,1,0,2
10566,Swadisht Inn,1,0,2
9162,Serranos Mexican Grill,1,0,2
4245,Barkaas,1,0,2
12086,Lulu's Bakery & Fast Food,1,0,2
9318,Silver Spoon Restaurant,1,0,2
6553,Goli Vada Pav No. 1,1,0,2
5037,Podi Idly,1,0,2
308,Cross Road Cafe,1,0,2
10444,Sindh Kitchen,1,0,2
1879,Tawa Sagara,1,0,2
7589,Saahib,1,0,2
608,Oye Amritsar,1,0,2
10770,Donne Biriyani Angadi Mane,1,0,1
851,Chandrima's Kitchen,1,0,1
2501,Khan Saheb Grills And Rolls,1,0,1
8356,Moonlight Kitchens,1,0,1
1029,Funky Punjab,1,0,1
5593,TOKI Taco House,1,0,1
403,Utsav,1,0,1
29,Redberrys,1,0,1
1210,Bake Addiction,1,0,1
9306,Kabsa House,1,0,1
3773,Siddiqu Kabab Center,1,0,1
3585,The Bengaluru Brasserie - Hyatt Centric MG Road,1,0,1
12361,Nalaas Aapakadai,1,0,1
9007,Sukh Sagar,1,0,1
788,Pathaan Sir,1,0,1
1827,New Punjabi Hotel,1,0,1
3911,Marigold Fine Dine Restaurant,1,0,1
11467,Kanti Sweets,1,0,1
579,Vybhava,1,0,1
4231,Akshara,1,0,1
3106,Thai House,1,0,1
11354,Sweet Chariot,1,0,1
1109,Natural Ice Cream,1,0,1
8573,Domino's Pizza,1,0,1
10177,Chaatimes,1,0,1
10387,Ujwal Bar & Restaurant,1,0,1
92,Nandhini Deluxe,1,0,1
842,Ambur Star Dum Biryani,1,0,1
7403,Golden Restaurant,1,0,1
2756,Oven Fresh,1,0,1
3217,EatWater,1,0,1
10288,Drunken Monkey,1,0,1
916,Ambara Gardenia,1,0,1
9778,V.S. Garden Restaurant,1,0,1
1509,Cafe Mist,1,0,1
9995,Keventers,1,0,1
1765,Karavali Kolimane,1,0,1
4295,Hind Ka Chulah,1,0,1
10876,Food Theory,1,0,1
4037,Happy Eat,1,0,1
3234,Gowdru Hotel,1,0,1
9018,Keto Kitchen,1,0,1
922,More Pizza,1,0,1
2217,Firangi Bake,1,0,1
5092,Kairali,1,0,1
10600,Buttercup Bakes,1,0,1
5892,Krishna Grand,1,0,1
10304,Santo's,1,0,1
6702,Flying Cakes,1,0,1
3732,Sphyre - Gateway Hotel,1,0,1
4506,Hot Brixx,1,0,1
7367,The Lovin' Oven Cakery,1,0,1
10009,Royal India Kabab Corner,1,0,1
971,Bean D'er Cafe,1,0,1
10714,Holige Mane,1,0,1
7682,Kalpanar Rannaghar,1,0,1
3359,The Konkan - Seafood Restaurant,1,0,1
8649,The Punjabi Bites,1,0,1
10797,New Sagar Fast Food,1,0,1
4069,Sweet Truth,1,0,1
454,Rasoi,1,0,1
10962,Minuit 12,1,0,1
6559,Pimento,1,0,1
359,Nammura Donne Biriyani,1,0,1
11261,Mad Over Fries,1,0,1
4007,Hyderabadi Biryani Hub,1,0,1
1252,Coastal Inn,1,0,1
847,The Bong Palate,1,0,1
2999,BOX8- Desi Meals,1,0,1
18,360 Atoms Restaurant And Cafe,1,0,1
2397,Filmy Kitchen,1,0,1
11050,Delhi Delight Food Cafe,1,0,1
700,Behrouz Biryani,1,0,1
3046,Healthie,1,0,1
9977,BOX8- Desi Meals,1,0,1
5474,Sufra Restaurant,1,0,1
9684,Fetchpod Cafe,1,0,1
3685,Chianti,1,0,1
1456,Nammuru Nati Hotel,1,0,1
430,Happy Chopsticks,1,0,1
2291,Karavali Kitchen,1,0,1
3060,Alampur Bar And Restaurant,1,0,1
7551,@Italy,1,0,1
6958,Mustard Food Court,1,0,1
7273,Sreeraj Lassi Bar,1,0,1
12124,Punjabi Park,1,0,1
43,Hotboxit,1,0,1
7877,Five Star Chicken,1,0,1
