id,label
1061,0
1062,1
1063,0
1064,0
1065,0
1066,0
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,0
1077,1
1078,0
1079,0
1080,1
1081,0
1082,1
1083,0
1084,1
1085,1
1086,0
1087,1
1088,0
1089,1
1090,1
1091,1
1092,1
1093,1
1094,0
1095,1
1096,1
1097,0
1098,1
1099,0
1100,1
1101,1
1102,0
1103,0
1104,1
1105,0
1106,1
1107,0
1108,1
1109,1
1110,1
1111,0
1112,0
1113,0
1114,1
1115,1
1116,0
1117,0
1118,0
1119,0
1120,1
1121,0
1122,1
1123,1
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,0
1139,1
1140,0
1141,1
1142,1
1143,0
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,0
1151,1
1152,1
1153,1
1154,1
1155,0
1156,1
1157,0
1158,1
1159,1
1160,1
1161,1
1162,0
1163,1
1164,1
1165,1
1166,0
1167,1
1168,1
1169,1
1170,0
1171,1
1172,0
1173,1
1174,0
1175,1
1176,1
1177,1
1178,0
1179,0
1180,1
1181,1
1182,1
1183,0
1184,0
1185,0
1186,1
1187,1
1188,0
1189,1
1190,0
1191,0
1192,1
1193,0
1194,0
1195,1
1196,1
1197,0
1198,0
1199,1
1200,1
1201,0
1202,1
1203,0
1204,1
1205,0
1206,1
1207,1
1208,1
1209,0
1210,1
1211,1
1212,1
1213,0
1214,0
1215,1
1216,1
1217,0
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,0
1226,1
1227,1
1228,0
1229,0
1230,1
1231,0
1232,1
1233,1
1234,0
1235,0
1236,1
1237,1
1238,1
1239,0
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,1
1248,0
1249,1
1250,1
1251,0
1252,0
1253,1
1254,1
1255,1
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,0
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,0
1276,1
1277,1
1278,0
1279,1
1280,1
1281,0
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0
1288,1
1289,0
1290,1
1291,0
1292,1
1293,0
1294,1
1295,1
1296,1
1297,1
1298,1
1299,0
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,0
1322,1
1323,0
1324,1
1325,1
1326,1
1327,1
1328,0
1329,1
1330,1
1331,1
1332,1
1333,0
1334,1
1335,0
1336,1
1337,0
1338,1
1339,1
1340,0
1341,0
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,0
1350,1
1351,0
1352,1
1353,1
1354,1
1355,1
1356,1
1357,0
1358,1
1359,0
1360,1
1361,1
1362,0
1363,1
1364,1
1365,0
1366,0
1367,1
1368,1
1369,1
1370,1
1371,0
1372,0
1373,1
1374,1
1375,1
1376,1
1377,0
1378,0
1379,0
1380,0
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,1
1389,1
1390,1
1391,0
1392,0
1393,0
1394,1
1395,1
1396,1
1397,1
1398,0
1399,1
1400,1
1401,0
1402,0
1403,1
1404,1
1405,0
1406,1
1407,1
1408,0
1409,1
1410,1
1411,0
1412,0
1413,1
1414,0
1415,0
1416,0
1417,1
1418,0
1419,1
1420,1
1421,0
1422,1
1423,0
1424,0
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,0
1432,1
1433,1
1434,0
1435,1
1436,1
1437,1
1438,0
1439,1
1440,1
1441,0
1442,1
1443,1
1444,0
1445,0
1446,0
1447,1
1448,1
1449,1
1450,0
1451,1
1452,0
1453,1
1454,1
1455,1
1456,0
1457,0
1458,0
1459,0
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,1
1468,0
1469,1
1470,1
1471,0
1472,1
1473,0
1474,1
1475,1
1476,0
1477,0
1478,1
1479,1
1480,1
1481,1
1482,0
1483,1
1484,0
1485,1
1486,0
1487,0
1488,1
1489,1
1490,0
1491,1
1492,1
1493,0
1494,1
1495,0
1496,0
1497,0
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,0
1506,1
1507,1
1508,0
1509,0
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,0
1519,0
1520,0
1521,1
1522,0
1523,1
1524,0
1525,1
1526,0
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,0
1534,1
1535,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,0
1542,1
1543,1
1544,0
1545,1
1546,0
1547,1
1548,0
1549,1
1550,1
1551,0
1552,0
1553,1
1554,0
1555,0
1556,0
1557,1
1558,0
1559,1
1560,0
1561,0
1562,0
1563,1
1564,1
1565,1
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,1
1573,0
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,0
1581,0
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,0
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,0
1596,0
1597,0
1598,1
1599,1
1600,0
1601,0
1602,1
1603,1
1604,1
1605,1
1606,0
1607,0
1608,1
1609,1
1610,1
1611,1
1612,1
1613,0
1614,1
1615,0
1616,1
1617,1
1618,0
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,0
1631,0
1632,1
1633,1
1634,0
1635,1
1636,1
1637,0
1638,0
1639,0
1640,0
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,0
1652,1
1653,0
1654,0
1655,0
1656,1
1657,1
1658,1
1659,0
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,0
1678,1
1679,1
1680,1
1681,1
1682,0
1683,1
1684,1
1685,1
1686,1
1687,0
1688,1
1689,0
1690,1
1691,1
1692,1
1693,1
1694,0
1695,0
1696,1
1697,1
1698,0
1699,1
1700,0
1701,0
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,0
1709,1
1710,1
1711,1
1712,1
1713,1
1714,0
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,0
1722,1
1723,1
1724,0
1725,0
1726,0
1727,0
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,0
1744,1
1745,0
1746,0
1747,1
1748,1
1749,1
1750,1
1751,0
1752,1
1753,1
1754,0
1755,1
1756,1
1757,0
1758,1
1759,1
1760,0
1761,0
1762,1
1763,1
1764,1
1765,1
1766,0
1767,1
1768,1
1769,1
1770,0
1771,0
1772,1
1773,1
1774,1
1775,0
1776,0
1777,1
1778,1
1779,1
1780,1
1781,0
1782,1
1783,1
1784,1
1785,1
1786,1
1787,0
1788,1
1789,1
1790,0
1791,0
1792,1
1793,1
1794,0
1795,0
1796,1
1797,1
1798,1
1799,0
1800,1
1801,0
1802,1
1803,0
1804,1
1805,0
1806,0
1807,1
1808,0
1809,1
1810,0
1811,0
1812,0
1813,1
1814,0
1815,1
1816,1
1817,0
1818,0
1819,1
1820,1
1821,1
1822,1
1823,1
1824,0
1825,1
1826,0
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,0
1836,1
1837,0
1838,0
1839,1
1840,0
1841,0
1842,1
1843,1
1844,0
1845,0
1846,0
1847,1
1848,1
1849,1
1850,1
1851,1
1852,0
1853,1
1854,1
1855,0
1856,0
1857,1
1858,0
1859,0
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,0
1873,1
1874,1
1875,1
1876,1
1877,0
1878,1
1879,1
1880,0
1881,1
1882,0
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,0
1893,1
1894,1
1895,0
1896,1
1897,1
1898,0
1899,1
1900,1
1901,0
1902,0
1903,1
1904,0
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,1
1912,1
1913,0
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,0
1925,0
1926,0
1927,0
1928,1
1929,1
1930,1
1931,1
1932,0
1933,1
1934,0
1935,1
1936,1
1937,1
1938,0
1939,0
1940,1
1941,1
1942,0
1943,0
1944,0
1945,0
1946,1
1947,1
1948,0
1949,1
1950,1
1951,1
1952,0
1953,1
1954,0
1955,1
1956,1
1957,0
1958,1
1959,0
1960,0
1961,1
1962,1
1963,0
1964,1
1965,1
1966,1
1967,0
1968,1
1969,1
1970,0
1971,1
1972,1
1973,0
1974,0
1975,1
1976,1
1977,0
1978,1
1979,0
1980,1
1981,1
1982,0
1983,1
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,0
1996,0
1997,0
1998,1
1999,1
2000,0
2001,1
2002,1
2003,1
2004,0
2005,1
2006,1
2007,0
2008,1
2009,0
2010,1
2011,1
2012,0
2013,1
2014,0
2015,0
2016,0
2017,0
2018,0
2019,1
2020,0
2021,1
2022,1
2023,1
2024,1
2025,1
2026,0
2027,0
2028,0
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,0
2039,1
2040,1
2041,1
2042,0
2043,1
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,1
2051,1
2052,1
2053,1
2054,0
2055,1
2056,0
2057,1
2058,1
2059,0
2060,0
2061,0
2062,1
2063,1
2064,0
2065,1
2066,1
2067,1
2068,1
2069,0
2070,1
2071,0
2072,1
2073,1
2074,1
2075,1
2076,0
2077,1
2078,0
2079,1
2080,0
2081,0
2082,1
2083,0
2084,0
2085,0
2086,1
2087,1
2088,1
2089,1
2090,0
2091,1
2092,0
2093,1
2094,1
2095,1
2096,0
2097,1
2098,1
2099,0
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,0
2110,0
2111,1
2112,1
2113,0
2114,0
2115,1
2116,1
2117,1
2118,0
2119,1
2120,1
2121,0
2122,1
2123,1
2124,0
2125,1
2126,1
2127,0
2128,1
2129,1
2130,1
2131,0
2132,0
2133,1
2134,1
2135,0
2136,0
2137,1
2138,1
2139,1
2140,1
2141,0
2142,1
2143,1
2144,1
2145,1
2146,0
2147,0
2148,0
2149,1
2150,0
2151,0
2152,1
2153,1
2154,0
2155,1
2156,0
2157,1
2158,1
2159,1
2160,1
2161,0
2162,1
2163,0
2164,1
2165,1
2166,1
2167,1
2168,0
2169,1
2170,0
2171,0
2172,1
2173,0
2174,1
2175,1
2176,0
2177,1
2178,1
2179,1
2180,1
2181,1
2182,1
2183,1
2184,0
2185,1
2186,1
2187,1
2188,0
2189,0
2190,1
2191,1
2192,0
2193,1
2194,0
2195,0
2196,1
2197,1
2198,0
2199,1
2200,1
2201,0
2202,0
2203,1
2204,1
2205,1
2206,1
2207,1
2208,1
2209,0
2210,0
2211,1
2212,1
2213,1
2214,1
2215,0
2216,1
2217,1
2218,1
2219,0
2220,1
2221,1
2222,0
2223,1
2224,1
2225,0
2226,0
2227,0
2228,1
2229,1
2230,1
2231,1
2232,1
2233,1
2234,0
2235,1
2236,1
2237,0
2238,1
2239,1
2240,0
2241,1
2242,1
2243,0
2244,1
2245,0
2246,1
2247,1
2248,1
2249,0
2250,0
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,0
2258,1
2259,1
2260,1
2261,1
2262,1
2263,1
2264,0
2265,0
2266,1
2267,1
2268,1
2269,1
2270,0
2271,1
2272,1
2273,1
2274,0
2275,1
2276,1
2277,0
2278,0
2279,1
2280,1
2281,0
2282,0
2283,1
2284,1
2285,1
2286,1
2287,1
2288,0
2289,1
2290,1
2291,0
2292,1
2293,0
2294,0
2295,1
2296,1
2297,1
2298,0
2299,1
2300,0
2301,1
2302,1
2303,1
2304,1
2305,0
2306,1
2307,0
2308,0
2309,1
2310,0
2311,0
2312,1
2313,1
2314,1
2315,0
2316,0
2317,0
2318,1
2319,0
2320,1
2321,1
2322,0
2323,1
2324,0
2325,1
2326,1
2327,0
2328,1
2329,1
2330,1
2331,1
2332,1
2333,1
2334,0
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,0
2343,0
2344,1
2345,1
2346,1
2347,0
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,0
2355,1
2356,1
2357,1
2358,1
2359,1
2360,1
2361,1
2362,0
2363,0
2364,1
2365,0
2366,0
2367,1
2368,1
2369,0
2370,0
2371,1
2372,1
2373,1
2374,0
2375,1
2376,1
2377,1
2378,1
2379,1
2380,0
2381,1
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,0
2389,0
2390,1
2391,0
2392,1
2393,1
2394,0
2395,1
2396,0
2397,0
2398,1
2399,1
2400,0
2401,1
2402,0
2403,1
2404,1
2405,1
2406,1
2407,1
2408,1
2409,0
2410,0
2411,0
2412,1
2413,0
2414,1
2415,1
2416,0
2417,1
2418,1
2419,0
2420,0
2421,0
2422,1
2423,0
2424,1
2425,1
2426,0
2427,1
2428,0
2429,1
2430,1
2431,1
2432,1
2433,0
2434,0
2435,1
2436,0
2437,0
2438,1
2439,0
2440,1
2441,1
2442,1
2443,1
2444,1
2445,0
2446,1
2447,1
2448,0
2449,1
2450,0
2451,1
2452,0
2453,1
2454,1
2455,1
2456,1
2457,0
2458,1
2459,0
2460,0
2461,1
2462,1
2463,1
2464,0
2465,1
2466,1
2467,1
2468,1
2469,1
2470,0
2471,1
2472,1
2473,0
2474,1
2475,1
2476,1
2477,1
2478,1
2479,1
2480,1
2481,1
2482,0
2483,1
2484,1
2485,1
2486,1
2487,0
2488,1
2489,1
2490,1
2491,1
2492,0
2493,1
2494,1
2495,1
2496,1
2497,1
2498,0
2499,1
2500,1
2501,1
2502,0
2503,1
2504,1
2505,1
2506,1
2507,1
2508,1
2509,0
2510,1
2511,1
2512,1
2513,1
2514,0
2515,1
2516,0
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,0
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,0
2532,1
2533,1
2534,0
2535,0
2536,1
2537,0
2538,1
2539,1
2540,1
2541,1
2542,0
2543,0
2544,1
2545,0
2546,0
2547,0
2548,1
2549,0
2550,1
2551,1
2552,1
2553,1
2554,0
2555,1
2556,1
2557,0
2558,1
2559,0
2560,1
2561,0
2562,0
2563,1
2564,1
2565,0
2566,1
2567,0
2568,0
2569,1
2570,0
2571,1
2572,1
2573,0
2574,1
2575,1
2576,1
2577,0
2578,1
2579,1
2580,0
2581,1
2582,1
2583,0
2584,1
2585,0
2586,0
2587,0
2588,1
2589,1
2590,1
2591,0
2592,1
2593,1
2594,1
2595,1
2596,0
2597,1
2598,0
2599,0
2600,1
2601,1
2602,1
2603,1
2604,0
2605,1
2606,1
2607,1
2608,0
2609,0
2610,1
2611,1
2612,1
2613,0
2614,1
2615,1
2616,0
2617,1
2618,1
2619,1
2620,1
2621,1
2622,1
2623,1
2624,0
2625,0
2626,1
2627,1
2628,0
2629,0
2630,1
2631,0
2632,1
2633,1
2634,0
2635,1
2636,1
2637,1
2638,1
2639,1
2640,0
2641,0
2642,1
2643,0
2644,1
2645,0
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,0
2654,1
2655,1
2656,1
2657,0
2658,0
2659,1
2660,0
2661,0
2662,1
2663,1
2664,1
2665,1
2666,1
2667,0
2668,1
2669,0
2670,1
2671,0
2672,1
2673,1
2674,1
2675,0
2676,0
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,1
2685,0
2686,0
2687,1
2688,0
2689,1
2690,1
2691,0
2692,0
2693,1
2694,1
2695,1
2696,0
2697,1
2698,0
2699,0
2700,0
2701,1
2702,1
2703,0
2704,0
2705,0
2706,1
2707,1
2708,1
2709,1
2710,1
2711,0
2712,1
2713,0
2714,1
2715,1
2716,1
2717,1
2718,1
2719,0
2720,0
2721,1
2722,0
2723,1
2724,0
2725,0
2726,1
2727,0
2728,0
2729,1
2730,0
2731,1
2732,1
2733,1
2734,0
2735,1
2736,0
2737,0
2738,0
2739,1
2740,0
2741,1
2742,1
2743,0
2744,0
2745,1
2746,0
2747,0
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,0
2755,1
2756,1
2757,0
2758,0
2759,0
2760,0
2761,1
2762,0
2763,0
2764,1
2765,0
2766,1
2767,1
2768,0
2769,1
2770,1
2771,1
2772,1
2773,0
2774,1
2775,1
2776,0
2777,1
2778,1
2779,1
2780,1
2781,0
2782,0
2783,0
2784,1
2785,0
2786,1
2787,1
2788,0
2789,1
2790,0
2791,0
2792,0
2793,1
2794,1
2795,1
2796,0
2797,1
2798,1
2799,1
2800,1
2801,1
2802,0
2803,1
2804,1
2805,1
2806,1
2807,0
2808,0
2809,1
2810,0
2811,1
2812,1
2813,0
2814,1
2815,0
2816,1
2817,1
2818,1
2819,1
2820,0
2821,1
2822,1
2823,1
2824,1
2825,0
2826,1
2827,1
2828,0
2829,1
2830,1
2831,1
2832,1
2833,1
2834,0
2835,0
2836,1
2837,1
2838,0
2839,1
2840,0
2841,1
2842,0
2843,1
2844,1
2845,1
2846,1
2847,1
2848,0
2849,1
2850,0
2851,0
2852,1
2853,1
2854,1
2855,1
2856,0
2857,1
2858,1
2859,1
2860,0
2861,0
2862,1
2863,1
2864,0
2865,0
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,0
2875,1
2876,0
2877,1
2878,1
2879,0
2880,1
2881,0
2882,1
2883,1
2884,1
2885,0
2886,1
2887,0
2888,1
2889,1
2890,1
2891,1
2892,0
2893,1
2894,1
2895,1
2896,0
2897,1
2898,0
2899,1
2900,1
2901,1
2902,0
2903,0
2904,1
2905,1
2906,0
2907,1
2908,0
2909,1
2910,0
2911,0
2912,1
2913,1
2914,1
2915,1
2916,0
2917,0
2918,0
2919,0
2920,1
2921,1
2922,0
2923,1
2924,1
2925,1
2926,1
2927,1
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,1
2936,0
2937,1
2938,0
2939,1
2940,0
2941,1
2942,0
2943,0
2944,1
2945,1
2946,1
2947,1
2948,1
2949,1
2950,0
2951,1
2952,0
2953,0
2954,1
2955,1
2956,1
2957,1
2958,0
2959,1
2960,0
2961,1
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,1
2969,0
2970,0
2971,1
2972,1
2973,1
2974,0
2975,0
2976,1
2977,0
2978,1
2979,0
2980,1
2981,1
2982,1
2983,1
2984,1
2985,0
2986,1
2987,1
2988,1
2989,1
2990,0
2991,1
2992,1
2993,1
2994,1
2995,0
2996,1
2997,1
