restaurant_id,restaurant_name,total_revenue,total_orders,avg_order_value
3325,The Biere Club,9106.56,11,827.87
3676,Koshy's,9068.36,11,824.4
1805,Aramane Donne Briyani,9053.86,9,1005.98
10085,Jashn - Le Meridien,9051.54,8,1131.44
2426,Kritunga Restaurant,9043.37,13,695.64
10985,KFC,9039.24,15,602.62
9969,Stuffd,9036.63,19,475.61
10062,Jodhpur Sweets,9021.5,1,9021.5
11892,Amruth Parkland,8940.82,15,596.05
6710,Kritunga Restaurant,8931.04,11,811.91
1112,Churchill's,8870.73,16,554.42
2579,Mast Kalandar,8869.28,3,2956.43
11054,Tandoori Chowk,8868.1,5,1773.62
11556,New Khaayaal's Restaurant,8850.84,18,491.71
4788,Gilly's Restobar,8835.29,11,803.21
6450,Fishing Boat - Hotel Goyal Residency,8823.04,11,802.09
7518,Fish & Fries Restaurant,8805.12,18,489.17
2678,THE RIG,8802.04,12,733.5
9644,Taste of Bihar,8788.29,17,516.96
9660,Facebake,8761.13,39,224.64
1684,Go Native,8754.73,26,336.72
10141,24/7 - The Lalit Ashok Bangalore,8728.68,5,1745.74
46,Beijing Bites,8668.83,12,722.4
9382,Sangam Mess,8643.16,7,1234.74
11187,UBQ by Barbeque Nation,8637.0,21,411.29
833,Basmati Delights,8634.49,4,2158.62
11713,Chopstick World,8612.82,9,956.98
731,Andhra Ruchulu,8554.53,11,777.68
2332,Vandana Andhra and Multi Cuisine,8554.01,2,4277.01
11866,Chatori Tongue,8506.37,16,531.65
4591,Punjabi by Nature 2.0,8463.06,6,1410.51
7477,Midnight Mania,8460.72,21,402.89
6216,Indigo XP,8453.83,10,845.38
2857,Ebony,8444.64,12,703.72
11320,Black Jack,8437.13,9,937.46
8042,Delhi Highway,8388.95,12,699.08
2150,Empire Restaurant,8366.68,13,643.59
64,Namma Brahmin's Idli,8357.72,2,4178.86
9130,Countryside - The Taste of Chettinad,8356.14,10,835.61
560,Vidyarthi Bhavan,8313.02,66,125.95
9029,Facebake,8309.0,1,8309.0
10837,Brunchilly,8293.2,5,1658.64
2264,La Casa Brewery And Kitchen,8282.69,8,1035.34
868,Chavadi,8251.87,14,589.42
11232,KFC,8248.89,31,266.09
8536,Xtreme Sports Bar,8235.23,8,1029.4
7927,Zaica Dine & Wine,8225.85,10,822.59
11567,Cafe Coffee Day,8212.72,6,1368.79
9335,Nandhana Palace,8195.39,14,585.39
2085,The Hidden Home,8144.05,12,678.67
4893,Asia Kitchen By Mainland China,8075.69,10,807.57
2307,Bombay Brasserie,8029.88,7,1147.13
11862,Polar Bear,8021.69,24,334.24
9964,Cafe Coffee Day,8015.71,15,534.38
2224,Sarjapur Social,8011.45,10,801.15
8526,Phobidden Fruit,8009.95,14,572.14
2932,Bengaluru Baking Company - JW Marriott Bengaluru,8007.41,7,1143.92
9640,New Shanthi Sagar,7994.9,23,347.6
2392,Baithak,7985.64,11,725.97
11852,Gelato Italiano,7960.72,39,204.12
2532,Mishmash,7938.68,8,992.33
8083,Burma Burma,7914.85,10,791.48
6429,Halli Mane Food Court,7894.0,1,7894.0
8278,NH8,7890.93,12,657.58
3679,Harima,7857.32,4,1964.33
11214,Cafe Nosh,7823.05,30,260.77
5524,Tim Tai,7810.5,10,781.05
10692,BluO,7766.84,5,1553.37
3710,Memories of China - Taj MG Road Bengaluru,7748.46,4,1937.12
6573,Andhra Kitchen,7739.0,1,7739.0
2865,The Tao Terraces,7737.51,5,1547.5
147,House Of Kebabs,7720.16,9,857.8
4070,Kesar Sweet Shop and Fast Food,7704.22,17,453.19
7029,Republic Of Noodles - Lemon Tree Hotel,7700.52,10,770.05
4834,Whitefield Bar and Grill - Bengaluru Marriott Hotel...,7663.25,3,2554.42
8159,The Punjabi Rasoi,7634.83,18,424.16
11207,Behrouz Biryani,7607.93,9,845.33
3712,The Lantern Restaurant & Bar - The Ritz-Carlton...,7560.08,2,3780.04
3670,Toast & Tonic,7537.19,7,1076.74
12290,The Creek - The Den Bengaluru,7501.11,8,937.64
7180,FreshMenu,7498.42,16,468.65
5805,Gilly's Restobar,7493.68,14,535.26
10181,FreshMenu,7470.73,6,1245.12
11662,SGS Non Veg - Gundu Pulav,7467.32,15,497.82
2827,Blue Terrain - Novotel,7430.3,5,1486.06
2031,Vasudev Adiga's,7424.93,5,1484.99
11112,Nakkshatra,7422.76,13,570.98
12426,Nook - Aloft Bengaluru Cessna Business Park,7420.9,6,1236.82
9848,Hello Resto-Pub,7401.65,9,822.41
2018,Golden Oak - La Marvella Sarovar Premiere Hotel,7394.44,5,1478.89
11955,Beyond Elements,7387.17,15,492.48
6655,Maa Biryani Hyderabadi,7354.92,2,3677.46
156,Wahab,7339.5,1,7339.5
11225,D-Zaprino,7335.43,29,252.95
7919,Pasta Street,7306.71,11,664.25
3053,Portland Steakhouse & Cafe,7289.55,9,809.95
11464,Beijing Bites,7276.24,16,454.77
9554,KFC,7264.77,5,1452.95
384,Maiyas,7241.06,22,329.14
3673,Spice Terrace - JW Marriott,7231.04,2,3615.52
12004,Mani's Dum Biryani,7165.4,10,716.54
9976,Thottathil Restaurant,7142.83,38,187.97
2090,Xtreme Sports Bar,7134.55,9,792.73
387,Jalpaan,7127.04,11,647.91
4890,Buff Buffet Buff,7120.33,8,890.04
10683,The Studio Bar,7117.07,7,1016.72
605,24th Main,7104.6,12,592.05
9853,XO Belgian Waffle,7104.39,19,373.92
2443,The Irish House,7098.84,5,1419.77
4600,Jade,7084.49,8,885.56
8998,BOX8- Desi Meals,7059.49,13,543.04
2086,Barbecoa,7025.97,12,585.5
11871,Sasu Maa Ki Rasoi,7003.16,16,437.7
4102,Paradise,6970.94,7,995.85
5457,Roots,6960.75,7,994.39
6603,Sila Restaurant,6953.86,8,869.23
1908,La Casa,6947.83,11,631.62
61,1947,6940.99,11,631.0
2867,Oh! Calcutta,6903.44,8,862.93
11883,California Burrito,6889.6,26,264.98
7455,Tea Villa Cafe,6888.44,18,382.69
8140,Kobe Sizzlers,6876.26,6,1146.04
11856,Gabbar Chai,6869.29,14,490.66
1380,Bottle Breacher,6868.4,10,686.84
3688,Easy Tiger,6854.41,12,571.2
3902,Ji Hazoor,6838.2,10,683.82
7462,Grilliez,6832.97,11,621.18
2883,Cafe Mangii,6809.88,7,972.84
2829,The Square - Novotel,6772.63,4,1693.16
9252,Chulha Chauki Da Dhaba,6758.98,23,293.87
8905,The Coorg Food Co.,6736.1,10,673.61
1679,The Yellow Chilli,6731.58,9,747.95
3969,Buddha Treats,6713.34,3,2237.78
11772,Domino's Pizza,6707.91,24,279.5
1680,Tea Villa Cafe,6707.2,15,447.15
9226,7 Plates,6680.83,8,835.1
4892,Sultans of Spice,6654.56,12,554.55
3026,Karama Restaurant,6643.51,14,474.54
10856,BOX8- Desi Meals,6643.51,17,390.79
2926,Truffles,6642.02,12,553.5
10028,Tasty Paradise,6635.86,15,442.39
7512,Silbatti,6633.84,18,368.55
492,Chung Wah,6612.87,14,472.35
6642,Mamaji's,6608.35,18,367.13
5479,The Smoke Co.,6592.98,4,1648.25
9986,Cafe Coffee Day,6589.42,16,411.84
6215,The Reservoire,6589.27,5,1317.85
10207,Al-Bek,6589.06,6,1098.18
3039,Smoke House Deli,6529.14,8,816.14
4448,Moriz Restaurant,6512.68,13,500.98
12420,Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,6490.35,3,2163.45
10042,Chicken County,6471.77,12,539.31
7179,eat.fit,6438.88,25,257.56
7543,Vasudev Adiga's,6411.19,9,712.35
11938,Keventers,6403.26,27,237.16
728,Paradise,6402.71,15,426.85
3714,Ice - Taj MG Road Bengaluru,6401.91,5,1280.38
6365,Nandhini Deluxe,6399.6,13,492.28
11981,Rivayat,6391.67,12,532.64
11473,Domino's Pizza,6387.5,25,255.5
12051,Maziga,6360.77,6,1060.13
11604,Burger King,6338.37,23,275.58
2866,Rim Naam - The Oberoi,6327.07,5,1265.41
7041,Beijing Bites,6300.88,15,420.06
12305,Latitude Whitefield,6296.46,8,787.06
7717,Northam's Pizza.Pita,6278.77,18,348.82
2836,Chez Nous - Novotel,6255.09,2,3127.55
11880,Pepper Grand.com,6240.59,6,1040.1
10144,The Higher Taste,6233.28,10,623.33
4193,The Fat Chef,6229.6,6,1038.27
7847,The Colony Gastropub,6156.18,11,559.65
8912,Cafe Azzure,6150.34,10,615.03
9877,The Old Fashioned Bar,6142.55,11,558.41
3308,RockSalt,6142.29,4,1535.57
9690,Pizza Hut,6139.63,14,438.55
3171,Double Decker,6111.78,10,611.18
7843,Baar Union,6090.33,14,435.02
7954,The Ants Cafe & Store,6084.19,7,869.17
3691,Cafe Noir,6079.81,6,1013.3
36,Szechuan Dragon,6071.18,13,467.01
1125,Mojo Pizza - 2X Toppings,6030.27,3,2010.09
6213,Bombay Adda,6020.48,9,668.94
11789,Sloshed,6019.61,6,1003.27
7092,Faasos,6003.54,14,428.82
9545,Arirang Korean Restaurant,5998.29,8,749.79
11055,Hungree Belly,5992.31,15,399.49
8694,Behrouz Biryani,5984.7,13,460.36
7938,Shebestan - Sterlings MAC Hotel,5982.07,6,997.01
4298,Kapoor's Cafe,5972.06,21,284.38
2228,Maia - Eat | Bake | Mom,5957.53,6,992.92
386,Cafe Mondo,5938.2,4,1484.55
490,Jcubez,5928.13,8,741.02
3631,Hae Kum Gang,5915.93,5,1183.19
4061,Orbis Restaurant,5888.92,9,654.32
10016,Spice Cove - I.V Sanctum,5873.29,10,587.33
1772,Rahhams,5855.17,4,1463.79
10138,Mint Masala,5842.95,5,1168.59
1687,Enerjuvate Studio & Cafe,5842.53,14,417.32
7732,Punjabi Nukkad Pure Veg,5820.98,21,277.19
9698,Domino's Pizza,5819.52,12,484.96
284,Rustic Stove,5808.61,7,829.8
2873,Empire Restaurant,5807.33,13,446.72
2071,Nook - Aloft Bengaluru Cessna Business Park,5772.92,4,1443.23
3,San Churro Cafe,5763.16,9,640.35
12012,Krispy Kreme,5756.7,6,959.45
2924,Brik Oven,5722.58,10,572.26
6520,Biryani Darbar,5719.73,11,519.98
11612,Big Bite,5712.6,25,228.5
7197,Taco Bell,5697.01,15,379.8
11003,Kritunga Restaurant,5694.04,17,334.94
7987,Loveshack,5681.98,6,947.0
8834,Athithi Grand Restaurant,5680.82,10,568.08
10140,Little Italy,5677.71,5,1135.54
7844,Cirkus,5675.09,6,945.85
823,Chulha Chauki Da Dhaba,5655.5,12,471.29
3320,Tandoor,5628.93,6,938.16
9515,Thran,5627.97,9,625.33
690,Shanthi Sagar,5627.54,7,803.93
12303,The Eatery - Four Points by Sheraton Bengaluru,5608.82,3,1869.61
10707,Asha Food Camp,5597.98,11,508.91
8121,Jonah's,5596.35,9,621.82
11875,Venkataramana Nellore Mess,5587.91,30,186.26
9388,Have More,5568.99,6,928.17
9894,The Local - Burger Bar,5568.17,4,1392.04
2928,Matteo Coffea,5552.07,19,292.21
4718,Golkonda Chimney,5551.04,9,616.78
6512,Burger King,5546.3,18,308.13
11281,Ujwal Restaurant,5546.28,11,504.21
8683,BOX8- Desi Meals,5531.79,16,345.74
8644,XU,5511.28,5,1102.26
7357,Konark Vegetarian Restaurant,5497.62,14,392.69
2386,Foxtrot,5442.51,8,680.31
8688,Mojo Pizza - 2X Toppings,5433.87,20,271.69
11868,Priyadarshini,5431.86,9,603.54
7454,Zee5 Loft,5415.52,10,541.55
6357,Chai Point,5396.03,15,359.74
3633,The Permit Room,5393.7,6,898.95
195,Pizza Hut,5378.88,8,672.36
12099,Kamat Yatrinivas,5366.41,8,670.8
301,Hara Fine Dine,5353.05,8,669.13
2925,Green Theory,5349.57,6,891.59
9542,Paranthas and Dosas,5325.6,17,313.27
3941,Cafe Palmyra,5324.02,5,1064.8
905,Punjabi Times,5312.58,7,758.94
7190,Thalassery Restaurant,5311.12,8,663.89
3715,i-Bar - The Park Bangalore,5303.63,4,1325.91
5262,Meghana Foods,5260.55,16,328.78
10758,Baluchi - The Lalit Ashok Bangalore,5253.49,3,1751.16
12085,Krutunga Restaurant,5243.0,1,5243.0
2068,MoMo Cafe - Courtyard by Marriott,5242.97,3,1747.66
9938,KLINX - Hilton Bangalore Embassy GolfLinks,5241.74,4,1310.44
10185,Empire Restaurant,5239.64,11,476.33
902,Simply Indian,5237.82,7,748.26
6528,Hyderabadi Spice,5234.63,17,307.92
11671,New Prashanth Hotel,5226.19,7,746.6
7044,Alloro - The Oterra,5221.15,3,1740.38
11226,Akshaya Deluxe,5217.21,19,274.59
777,Savoury - Sea Shell Restaurant,5215.76,9,579.53
4526,Orzuv,5183.8,7,740.54
2259,Dhaba Estd 1986 Delhi,5176.96,13,398.23
2169,Onesta,5176.7,18,287.59
9525,Pizza Hut,5167.37,6,861.23
8093,Nagarjuna,5162.91,10,516.29
3683,Tiamo - Conrad Bengaluru,5157.82,2,2578.91
3681,Meghana Foods,5152.66,12,429.39
8894,Stop N Joy,5147.85,12,428.99
5397,Once Upon A Flame,5146.59,3,1715.53
3904,The Terrace at Windmills Craftworks,5142.17,2,2571.09
2870,Rasovara,5132.91,2,2566.46
453,Brew Meister,5131.34,7,733.05
10987,Basmati Bar & Restaurant,5115.8,11,465.07
5515,Harry's Bar + Cafe,5111.49,5,1022.3
63,Kabab Magic,5094.87,18,283.05
8184,Tandoori Taal,5093.66,11,463.06
4210,Sherlock's Pub,5086.94,3,1695.65
464,The Krishna Grand,5083.52,7,726.22
4932,Om Made Cafe,5079.54,4,1269.89
1079,Watson's,5060.18,5,1012.04
9103,Sizzling Szechuan,5059.02,7,722.72
6536,Thalassery Restaurant,5046.0,14,360.43
10020,Behrouz Biryani,5044.67,17,296.75
2879,The Market - The Ritz-Carlton,5022.57,2,2511.29
10226,BOX8- Desi Meals,4991.22,9,554.58
9113,Desi Bites,4984.23,6,830.7
10026,Savi Sagar,4983.59,17,293.15
8110,Nandhana Palace,4976.18,6,829.36
11463,Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,4971.61,3,1657.2
9881,Gorilla Barfare,4966.4,6,827.73
11312,Nandhini Deluxe,4959.51,10,495.95
9062,Casa De Goa,4933.24,8,616.66
1895,Clove Rooftop,4929.54,3,1643.18
6356,Chung's Chinese Corner,4919.95,13,378.46
55,Wamama,4909.47,8,613.68
11591,Cafe Mamma Mia,4901.65,10,490.16
9633,US Pizza,4886.85,15,325.79
142,Anna Kuteera,4882.15,6,813.69
1635,Hunger Camp,4854.16,3,1618.05
3391,Nagarjuna,4848.66,14,346.33
9206,Spice Kitchen,4829.04,8,603.63
3370,Woodstok,4813.56,4,1203.39
2869,Mainland China,4808.96,10,480.9
8021,Rajdhani Thali Restaurant,4805.85,6,800.98
6461,Cafe Happytizing,4761.44,9,529.05
6497,Delhi Base Sri Food Court,4722.27,17,277.78
214,Central Jail Restaurant,4718.42,6,786.4
9670,Stoked!,4714.03,13,362.62
10021,Sagar,4705.76,14,336.13
3680,Caperberry,4697.54,5,939.51
6563,New Andhra House,4694.78,9,521.64
7208,The Mangalorean,4685.85,11,425.99
9057,Tamarind - Tamarind Hospitality,4682.99,11,425.73
8872,New Kabab Zone,4676.52,10,467.65
12321,Dot.yum - Aloft Hotel,4670.37,4,1167.59
8904,Zamindar,4668.68,11,424.43
7801,Leon Grill,4658.67,19,245.19
2066,Kava - Fairfield by Marriott,4658.04,2,2329.02
11770,Hotel Aditya,4657.55,22,211.71
4014,Yo! Chow,4657.48,11,423.41
11933,Kanti Sweets,4645.18,14,331.8
8969,Berakah,4636.3,10,463.63
3939,Bloomsbury's Global Kitchen & Bakehouse,4635.34,9,515.04
3696,Republic Of Noodles - Lemon Tree Premier,4620.38,4,1155.09
7950,Stoner,4611.94,14,329.42
986,Nagarjuna,4604.05,8,575.51
10745,KittyKo,4600.97,3,1533.66
12311,Bling - The Zuri,4592.11,2,2296.06
2872,Cubbon Pavilion - ITC Gardenia,4588.35,3,1529.45
4955,Smally's Resto Cafe,4572.1,5,914.42
9516,Chung Wah,4566.9,12,380.58
8792,Faasos,4556.06,11,414.19
11587,West Wood,4549.5,6,758.25
561,Bharjari Oota,4546.06,2,2273.03
9984,BrotherÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Bar & Kitchen,4545.36,5,909.07
12300,Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,4539.25,8,567.41
3392,Sunny's,4526.34,2,2263.17
2180,Bahar Cafe,4518.56,6,753.09
12323,Infinity - The Zuri,4514.42,3,1504.81
4894,Bonsouth,4499.41,5,899.88
4259,Bangalore Mandarin,4477.94,6,746.32
2187,Bathinda Dine,4464.98,4,1116.25
7943,Truffles,4463.46,8,557.93
6726,Seasons,4457.54,9,495.28
10445,Hatch,4453.59,5,890.72
2294,Broadway - The Gourmet Theatre,4439.13,5,887.83
11211,Delhi Mess,4437.85,31,143.16
7671,Mughal Treat,4437.09,7,633.87
5176,Shanmukha,4433.24,4,1108.31
11619,Hotel New Panchavati,4416.51,6,736.09
9716,PagalKhana,4410.36,10,441.04
7955,Infinitea Tea Room & Tea Store,4401.52,5,880.3
10352,3G's - Gulp & Groove,4386.35,7,626.62
8935,Coffee Mechanics,4385.86,8,548.23
5540,Via Milano,4385.04,5,877.01
3931,Chai Galli,4371.43,10,437.14
6226,Kobe Sizzlers,4369.77,8,546.22
9629,Five Star Chicken,4368.47,27,161.8
11608,Faasos,4358.03,8,544.75
4262,Oliver's Pub & Diner,4352.83,7,621.83
9718,Pot-O-Noodles,4349.68,8,543.71
10422,Kargeens,4346.46,3,1448.82
7945,Smoor,4340.47,9,482.27
8967,Thalassery Restaurant,4340.19,7,620.03
10264,Maddy's Katti Cafe,4325.31,2,2162.66
2115,Zoey's,4315.58,8,539.45
10381,Cafe Rossini,4305.68,9,478.41
10167,JustBe Cafe,4298.9,5,859.78
11792,Planet I Bar,4288.22,5,857.64
7763,Lazeez,4282.92,5,856.58
3347,Teppan Japanese Grill & Sushi Bar,4274.53,3,1424.84
10243,Le Arabia,4265.11,11,387.74
3581,Alchemy - The Chancery Pavilion,4252.86,2,2126.43
8538,Hangover,4240.66,3,1413.55
7244,New Peking,4231.37,10,423.14
6597,Biriyani Zone,4228.1,10,422.81
9972,Ande Ka Funda,4215.8,24,175.66
11593,Hotel Karavali Food Point,4208.57,12,350.71
8835,Rolls On Wheels,4195.5,26,161.37
4250,Biryani Kitchen,4190.4,8,523.8
8523,BTDT? Been There Done That,4189.36,7,598.48
7042,Aura - Radha Regent,4187.41,6,697.9
6420,McDonald's,4180.3,6,696.72
7396,Belgian Waffle Factory,4163.54,17,244.91
11901,Ivy Park,4154.95,11,377.72
3677,Sanchez,4154.8,7,593.54
10751,Dum Pukht Jolly Nabobs - ITC Windsor,4154.21,2,2077.11
9153,Hyderabad Biryaani Palace,4140.08,7,591.44
6393,Chung Wah,4130.8,13,317.75
10390,Ember The Calabash,4130.63,7,590.09
769,PHEW (Play Hard Eat Wild),4121.99,4,1030.5
1845,Baba Chatkora,4119.46,6,686.58
2147,Murli,4111.49,10,411.15
11595,Al-Sidique,4106.53,18,228.14
10081,Lakshmi Natraja Refreshments,4105.66,27,152.06
7858,Subway,4099.94,8,512.49
6517,Maa Reddy's Hyderabadi Biryani House,4098.92,12,341.58
3687,Bang - The Ritz-Carlton,4092.1,3,1364.03
6219,ECHOES Koramangala,4084.37,10,408.44
4898,By The Blue - Grand Mercure,4081.33,3,1360.44
10691,Bene - Sheraton Grand Bangalore Hotel at Brigade...,4073.99,3,1358.0
11314,Lincoln Bistro,4065.74,6,677.62
10139,The Kabab Studio - Goldfinch Hotel,4063.76,5,812.75
2265,Biriyani Zone,4059.4,6,676.57
9135,Kobe Sizzlers,4055.59,3,1351.86
213,Stoned Monkey,4051.89,10,405.19
7670,Kachori Kafe,4046.11,12,337.18
2312,Napoli Italian Bistro,4034.53,8,504.32
2991,Burger King,4022.59,6,670.43
10786,Sagar Hotel,4019.98,6,670.0
10137,The Raj Pavilion - ITC Windsor,4006.55,1,4006.55
7525,Mustard Food Court,4002.42,9,444.71
4889,XOOX Brewmill,3989.79,4,997.45
8825,Bake Delite,3972.14,6,662.02
11117,Plan B,3967.53,3,1322.51
3702,Edo Restaurant & Bar - ITC Gardenia,3963.19,2,1981.59
10687,The Beer Cafe,3952.32,5,790.46
2931,Smally's Resto Cafe,3940.63,11,358.24
11218,Beijing Bites,3933.29,8,491.66
11922,Happy House Restaurant,3925.47,9,436.16
10142,"Lush - Renaissance Hotel, Bengaluru",3911.87,6,651.98
2889,Monsoon - The Park Bangalore,3910.26,2,1955.13
9721,Mast Kalandar,3885.43,10,388.54
5891,Happy Brew,3883.59,6,647.27
11247,Polar Bear,3878.25,14,277.02
12097,Biriyani Zone,3870.33,7,552.9
7027,Queens,3867.51,4,966.88
3028,Potful,3863.47,6,643.91
3351,Anupam's Coast II Coast,3858.52,6,643.09
6224,Simon Says Brew Works,3855.25,4,963.81
12342,BBCUE Whitefield,3851.38,2,1925.69
7509,Aligarh House,3848.5,18,213.81
3031,Meghana Foods,3843.84,4,960.96
11280,Havelli - Chairman's Resort,3835.04,7,547.86
7217,Annabell,3833.85,11,348.53
12010,One For The Road,3828.92,3,1276.31
2157,Moriz Restaurant,3821.19,9,424.58
9939,The Salt Grill - Hilton Bangalore Embassy Golflinks,3820.44,1,3820.44
1786,Shake It Off,3811.99,14,272.28
11787,Pizza Hut,3811.58,9,423.51
318,Ivy,3811.35,5,762.27
6342,Domino's Pizza,3810.72,22,173.21
9000,Behrouz Biryani,3808.06,10,380.81
8819,Kaapi Kuteera,3800.44,25,152.02
1871,Kudla - Hotel Ramanashree,3800.29,3,1266.76
6388,Khan Saheb Grills and Rolls,3798.05,17,223.41
8700,The Ganache Factory,3794.26,8,474.28
8544,Sherlock's Pub,3782.72,4,945.68
11272,Tawa Tandoor,3772.23,7,538.89
7213,Seafood Place,3770.92,10,377.09
5831,Nagarjuna,3768.82,9,418.76
11245,Shanthi Sagar,3756.4,9,417.38
8220,Bottle & Glass,3753.98,4,938.5
10754,Sanman,3753.42,5,750.68
12424,Fujian Express,3752.82,6,625.47
11709,Park View Restaurant,3744.41,7,534.92
7260,A2B - Adyar Ananda Bhavan,3744.27,11,340.39
8648,Library Bar - The Leela Palace,3729.37,2,1864.69
2297,Grigliato,3723.44,7,531.92
12318,Moriz Restaurant,3723.18,7,531.88
2072,Chaarcoal,3704.5,5,740.9
10329,Smoke - The Sizzler House,3702.83,6,617.14
9214,Aqni,3696.58,8,462.07
7911,Peacock,3678.58,4,919.65
1685,Alchemy Coffee Roasters,3648.54,9,405.39
340,Curry Leaves,3645.93,4,911.48
8816,Cafe Coffee Day,3630.87,6,605.15
11926,Taza Tawa,3629.77,10,362.98
3685,Chianti,3621.08,1,3621.08
8537,Agent Jack's Bar,3613.27,3,1204.42
8833,Food Republic Resto,3611.24,6,601.87
6525,Behrouz Biryani,3604.19,11,327.65
7463,The Chocolate Room,3602.08,7,514.58
11877,Just Yum,3581.2,20,179.06
7203,Altaf's Chillies Restaurant,3571.85,12,297.65
152,Roll Over,3568.57,4,892.14
9329,The Grill House,3568.44,6,594.74
11334,Little Bites,3547.38,13,272.88
1972,Cool Joint,3542.67,16,221.42
11213,Mughlai Azam,3534.12,3,1178.04
6629,Hyderabad Darbar,3533.77,4,883.44
9652,California Burrito,3532.91,18,196.27
7796,A2B - Adyar Ananda Bhavan,3530.89,8,441.36
6524,King,3528.07,8,441.01
9927,Crunch Pizzas,3514.32,2,1757.16
1708,Leon Grill,3511.85,11,319.26
11702,Papanna's Biriyani,3510.27,15,234.02
7448,Atithi,3506.87,8,438.36
6721,Sitara Veg Restaurant,3505.64,12,292.14
10548,The Orchard,3501.35,10,350.14
10465,Swathi,3497.02,7,499.57
7942,Lazy Suzy,3494.02,6,582.34
3329,Mahesh Lunch Home,3481.48,6,580.25
10024,Chai Point,3473.22,21,165.39
6350,Connie's Restaurant & SteakHouse,3457.54,11,314.32
8570,Mavalli Tiffin Room (MTR),3456.57,11,314.23
6599,The Elaichi Restaurant,3454.86,11,314.08
11930,XO Belgian Waffle,3451.13,11,313.74
10748,Sutra - The Lalit Ashok Bangalore,3444.84,2,1722.42
4759,Chef Baker's,3438.43,4,859.61
2770,Chullah Chandigarh,3433.42,3,1144.47
6530,Pallavi Restaurant,3427.6,12,285.63
10035,The Golden Metro,3425.43,6,570.91
9662,Five Star Chicken,3425.22,16,214.08
6488,FreshMenu,3422.12,13,263.24
7920,Southindies,3420.41,10,342.04
1393,Checkpost,3418.26,8,427.28
11855,Creamvilla,3415.03,14,243.93
11910,Grandma's Recipe,3414.45,12,284.54
8823,Ande Ka Funda,3409.21,23,148.23
3024,Savoury Restaurant,3403.36,5,680.67
9205,Rahhams,3403.33,8,425.42
4244,Rajdhani Thali Restaurant,3399.02,6,566.5
7725,Pizza Hut,3389.6,9,376.62
656,eat.fit,3386.04,7,483.72
563,Soho Bar & Grill,3379.56,4,844.89
4195,The Egg Factory,3369.51,9,374.39
11865,Fill A Belly Restaurant,3368.53,10,336.85
8913,The Chocolate Heaven,3366.18,12,280.52
11634,McDonald's,3364.12,10,336.41
11076,Matka House,3351.99,13,257.85
3014,Nando's,3347.11,4,836.78
7958,Matteo Coffea,3340.26,6,556.71
8058,Pizza Hut,3336.29,6,556.05
9337,Angaar Indian Grill & Restaurant,3331.8,4,832.95
6550,7 Days Restaurant,3326.38,10,332.64
7742,BIB - Breakfast in the Box,3313.26,10,331.33
4715,Salt Mango Tree,3312.6,5,662.52
2935,Little Green Cafe,3310.47,5,662.09
11135,Eat Eroo - South China,3310.29,9,367.81
5493,China Pearl,3297.25,5,659.45
3641,Fusion Lounge,3291.9,2,1645.95
7258,Domino's Pizza,3286.72,14,234.77
7038,Slounge - Lemon Tree Hotel,3285.94,4,821.49
6680,Manasa Andhra Style Multi Cuisine Restaurant,3285.81,6,547.63
3694,Russh Gastropub,3285.8,4,821.45
4616,Jaffa's Biryani,3278.26,3,1092.75
10233,Grubbery,3270.84,9,363.43
6529,KFC,3269.81,13,251.52
9202,Tamarind,3268.66,5,653.73
58,Peppy Peppers,3268.53,2,1634.26
7252,Mahadii's,3265.1,10,326.51
4189,Suryawanshi,3247.5,7,463.93
7299,Viceroy's Sarathi,3245.5,6,540.92
9669,Dialogues,3245.16,9,360.57
8253,Forage,3235.56,2,1617.78
4175,Sorse,3235.32,6,539.22
8690,McDonald's,3230.75,11,293.7
10040,37 China Town,3229.8,4,807.45
69,The Biryani Cafe,3229.52,13,248.42
10319,Freskka,3226.8,11,293.35
7427,Imperial Restaurant,3226.7,7,460.96
3439,Hyderabad Biryaani House,3226.08,8,403.26
7306,Pista House,3223.64,9,358.18
5004,Kota Kachori,3212.31,14,229.45
722,Kabab Magic,3203.85,10,320.39
6456,It's Mirchi - Ramee Guestline Hotels,3192.49,2,1596.25
2927,The White Room - Coffee & Kitchen,3191.86,10,319.19
11133,Domino's Pizza,3176.78,9,352.98
6402,Desi Vdesi,3165.07,12,263.76
4931,Dyu Art Cafe,3162.16,11,287.47
7236,Thai House,3161.74,7,451.68
8775,Domino's Pizza,3160.47,11,287.32
1208,Casa Piccosa,3142.73,6,523.79
8874,Cafe Coffee Day,3128.87,7,446.98
9905,KFC,3125.52,13,240.42
6598,Volga Restaurant,3121.54,10,312.15
7052,Hatti Punjab Di,3121.3,7,445.9
4180,Galito's,3105.32,4,776.33
1886,Parika Multicuisine Restaurant,3100.65,3,1033.55
7960,Smally's Resto Cafe,3078.65,3,1026.22
11987,Abhiruchi Restaurant,3078.59,8,384.82
11956,Smoor,3069.48,10,306.95
2871,Barbeque Nation,3063.54,3,1021.18
11557,White Olives,3061.68,12,255.14
4936,Dice N Dine,3051.34,4,762.84
10755,OKO - The Lalit Ashok Bangalore,3048.43,2,1524.22
